benchmark             pass                 MDE                  DV                      MEE                  EV                      delta                    delta %
dtoa                  esra                 0.18498122536987496  9.731970002938778e-05   0.1781368537949375   9.95888429688542e-05    -0.0068443715749374745   -3.70003580701337%
sglib-listinsertsort  einline              0.21261451821187502  3.3462619803226896e-05  0.2048283947034375   0.0001619790620798293   -0.00778612350843752     -3.66208459042222%
cover                 tmipa                0.27182426119650005  0.0001670443485809187   0.26271926553893754  0.00023686429261318188  -0.009104995657562509    -3.3495890386990017%
sglib-queue           early_optimizations  0.200705765917875    5.242218721818378e-05   0.19406069894343753  5.364550149595372e-05   -0.00664506697443748     -3.310850061555539%
levenshtein           fre                  0.4829460324016875   0.0008010088290346252   0.46699043826856246  0.001096643598442183    -0.01595559413312503     -3.3038047861741324%
ndes                  fre                  0.22010366114487503  8.664301910693224e-05   0.2128388788445625   0.000661322628369397    -0.007264782300312522    -3.300618564236762%
ndes                  ealias               0.22010028890268749  0.00011456244048635956  0.21284225108675     0.0006334554464210925   -0.007258037815937479    -3.2976048564599845%
mergesort             copyprop             0.2996645027498125   6.112009395334475e-05   0.28997454104900006  0.00022282062437899071  -0.009689961700812433    -3.2336034504902655%
crc                   profile_estimate     0.28468923737212504  0.00016412255150017704  0.2755074714921667   0.00018128558014081632  -0.009181765879958337    -3.2251889691061986%
ndes                  copyprop             0.2200106794259375   6.0657797759167996e-05  0.2129318605635      0.0006887304552551521   -0.007078818862437497    -3.2174887514132924%
minver                early_optimizations  0.30592811267700004  4.339905234611793e-05   0.2961234228825      7.810979482059197e-05   -0.009804689794500054    -3.204899905636289%
sglib-rbtree          early_optimizations  0.17851202421931248  1.672141241351703e-05   0.17291403904175     1.7970604094261812e-05  -0.0055979851775624645   -3.135914906597559%
ndes                  switchconv           0.219902730270125    0.00012151489500507862  0.2130398097193125   0.0006294786902761409   -0.006862920550812501    -3.1208891960469063%
lcdnum                forwprop             0.42321217918174997  0.0022051971685370254   0.4100497498906874   0.005999908390462125    -0.013162429291062594    -3.110125355208632%
strstr                switchconv           0.23364776694025     3.89730126242568e-05    0.22642882921662497  5.813520528723997e-05   -0.00721893772362503     -3.0896669025178856%
janne_complex         early_optimizations  0.325878790790125    5.5632841529594834e-05  0.31592957429725     7.254525379324299e-05   -0.009949216492875002    -3.053042043255455%
ctl-string            early_optimizations  0.2972024940166249   6.326040663516106e-05   0.28815658475774997  6.566058989410351e-05   -0.00904590925887494     -3.043685514418641%
nettle-des            inline_param         0.37451971846687504  0.0003792109100156632   0.36313317166508335  0.00038149517084030586  -0.011386546801791686    -3.0403063551375564%
stb_perlin            fre                  0.2395922322019375   8.901996683247582e-05   0.23231207907749998  4.48116792349138e-05    -0.007280153124437527    -3.0385597469209835%
ndes                  eipa_sra             0.21979909139025     0.00011287624239579683  0.21314344859918752  0.0006396117948985119   -0.006655642791062483    -3.0280574632792674%
bs                    inline_param         0.39309271757837505  2.7640902445726447e-05  0.3816609761522916   0.0010233369714824673   -0.011431741426083442    -2.9081539583098928%
cover                 local-pure-const     0.2711990233938125   0.00019344569396107316  0.263344503341625    0.00022177359292583612  -0.007854520052187508    -2.896219888219078%
dtoa                  increase_alignment   0.1841837358209375   8.817594262049283e-05   0.178934343343875    0.00011902022751245429  -0.005249392477062492    -2.85008470137989%
lcdnum                tailr                0.4226182486645625   0.00351470802957113     0.4106436804078749   0.004706322468045703    -0.011974568256687579    -2.8334243243225274%
lms                   fre                  0.201124656175375    2.207707064907621e-05   0.19545823509825     2.5083687104407385e-05  -0.005666421077125006    -2.8173676887154238%
slre                  increase_alignment   0.26321634145487505  0.00014366448346706345  0.2558735942619375   9.595825227559361e-05   -0.007342747192937538    -2.789624364639364%
sglib-listinsertsort  early_optimizations  0.21165279959493752  0.00012261776495026052  0.205790113320375    8.682531903130213e-05   -0.0058626862745625175   -2.76995451313782%
fac                   increase_alignment   0.3816757900437501   0.01031257137482532     0.3711847726868125   0.009685684453948426    -0.010491017356937582    -2.7486724677336847%
jfdctint              increase_alignment   0.29443706432806255  1.4527329224560034e-05  0.28636615658125003  7.123076288973377e-05   -0.008070907746812517    -2.7411317135739033%
dtoa                  mergephi             0.18406443878625     7.779380864601451e-05   0.17905364037856247  0.0001307079725246696   -0.005010798407687533    -2.7223066230117725%
crc                   tmipa                0.28160681250587505  0.00018414745620402143  0.2739990134184375   0.00017326763020582517  -0.007607799087437528    -2.701567841963628%
sglib-arrayheapsort   tmipa                0.10185512462745001  9.084165530633271e-05   0.09911695327163748  8.513495039432937e-05   -0.00273817135581253     -2.6883000397160095%
lcdnum                tmipa                0.42229087424018746  0.004081714763970021    0.41097105483225     0.004147450119516545    -0.01131981940793747     -2.6805740067920736%
sglib-listsort        early_optimizations  0.16788058158868746  2.0648022413284773e-05  0.1633821963055      2.452689255464908e-05   -0.004498385283187467    -2.6795149508170324%
stb_perlin            increase_alignment   0.239136302614375    6.702922962406745e-05   0.2327680086650625   7.343999601153918e-05   -0.006368293949312487    -2.6630393962316266%
sglib-queue           increase_alignment   0.20003629869275     5.6439362729962114e-05  0.19473016616856254  5.816265810711914e-05   -0.005306132524187462    -2.6525848352840846%
ctl-vector            increase_alignment   0.118698406396875    0.0001343735915697048   0.115551682384125    0.00011277067357839997  -0.003146724012749999    -2.6510246500098282%
crc32                 increase_alignment   0.343766065674375    2.7169504768784364e-05  0.33466425558937496  8.826928202022788e-05   -0.00910181008500005     -2.6476755543467583%
ud                    early_optimizations  0.186963325573625    1.9387856660231565e-05  0.1820170664684375   2.365708494752577e-05   -0.004946259105187506    -2.6455771954268648%
edn                   increase_alignment   0.29855586434468756  6.487242198506107e-05   0.29071553111875     7.095081381251597e-05   -0.007840333225937579    -2.6260858225466936%
duff                  increase_alignment   0.394279141920125    0.00015063137594449364  0.38394229155325005  0.00018946919098459925  -0.010336850366874928    -2.6217086494950874%
lcdnum                ealias               0.42216285813024995  0.0036208853817648904   0.4110990709421875   0.004611335994780653    -0.011063787188062446    -2.6207391235372333%
lcdnum                esra                 0.42213723437181244  0.0036384333733974913   0.411124694700625    0.004594391393512456    -0.011012539671187427    -2.6087581891645546%
sqrt                  increase_alignment   0.3714907715680625   3.4170385942791865e-05  0.361866349480375    9.582403473713172e-05   -0.00962442208768749     -2.5907567089924752%
newlib-sqrt           increase_alignment   0.19812760893724998  1.70619898660175e-05    0.1929998266201875   2.8688776282240543e-05  -0.005127782317062485    -2.5881210319792083%
recursion             early_optimizations  0.549239923659       0.010615589206143528    0.535082221020625    0.008381330113322833    -0.014157702638375014    -2.5776900091416035%
ctl-string            increase_alignment   0.29649998260068744  6.240475799460424e-05   0.2888590961736875   7.902041396372043e-05   -0.007640886426999949    -2.5770276139578545%
sha                   increase_alignment   0.6998541401327499   0.0004897533948662936   0.6818199637151249   0.0004660922944364156   -0.01803417641762506     -2.576847857784237%
mergesort             fre                  0.29864846195612504  4.5919670668644534e-05  0.29099058184268756  0.0002568222369604543   -0.007657880113437487    -2.5641786544886074%
recursion             increase_alignment   0.549197166592875    0.009686124982821724    0.5351249780867501   0.009312081832455162    -0.014072188506124905    -2.562319939381033%
lcdnum                fre                  0.42202328993956245  0.0023466622152203552   0.41123863913287495  0.005888811798082814    -0.010784650806687501    -2.5554634219907535%
edn                   tmipa                0.29842228080975     5.868963877469651e-05   0.2908491146536875   7.932985273829871e-05   -0.007573166156062461    -2.537734828483032%
newlib-mod            cddce                0.1852671126554375   0.0002175250618941771   0.180565826286       4.7431672604783e-05     -0.004701286369437507    -2.537571996483277%
nettle-arcfour        increase_alignment   0.2015413004416875   1.723638977784847e-05   0.19642804439637504  2.6245665485682898e-05  -0.005113256045312459    -2.537076040546782%
ctl-stack             early_optimizations  0.1193961659973125   6.155072338915226e-06   0.1163673400383125   1.0907320915591331e-05  -0.0030288259589999894   -2.53678661596903%
aha-compress          increase_alignment   0.1723852758631875   1.5113545512898861e-05  0.168015048238875    1.9137459276648383e-05  -0.004370227624312495    -2.535151336115794%
st                    increase_alignment   0.3436246138049375   0.00015106506091083777  0.33494269797718756  0.00018949840381437877  -0.008681915827749909    -2.5265698320081054%
expint                increase_alignment   0.20941647035599997  1.5629249722644716e-05  0.204132624561875    3.194333726940762e-05   -0.0052838457941249695   -2.523128092619761%
lcdnum                cddce                0.42194997697706244  0.003960356505453354    0.4113119520953749   0.004276792771657168    -0.010638024881687524    -2.5211578296319748%
janne_complex         increase_alignment   0.3249809628301875   7.02579681958609e-05    0.3168274022571875   7.525685182271863e-05   -0.00815356057300004     -2.50893483174906%
ud                    increase_alignment   0.186832979120625    1.854118922345736e-05   0.18214741292143752  2.5842924932930303e-05  -0.004685566199187474    -2.507890320671027%
2dfir                 early_optimizations  0.2464977863421875   4.0644711792002034e-05  0.240332187310875    4.277134871614388e-05   -0.006165599031312502    -2.5012796758967384%
nbody                 increase_alignment   0.3081464171893751   7.07185643758375e-05    0.3004735884224375   7.52738125972239e-05    -0.007672828766937589    -2.4899944763018813%
tarai                 increase_alignment   0.251909695612375    2.2097778698672718e-05  0.24564420027412498  7.799374206579223e-05   -0.006265495338249993    -2.4871989635091296%
newlib-mod            increase_alignment   0.18521778760600002  0.00010830223750959704  0.18061515133543748  0.0001571440078631558   -0.004602636270562538    -2.4849860966665807%
bs                    increase_alignment   0.3893498164470625   0.0007779818440694313   0.3796880065705625   0.0008065208474436852   -0.009661809876500005    -2.481524189395287%
crc                   increase_alignment   0.2812873355344376   0.00019927144875401078  0.274318490389875    0.00016311099995232778  -0.006968845144562585    -2.4774827246743927%
ludcmp                increase_alignment   0.304359544377375    2.6244781794694356e-05  0.29684171350325     5.30858613174385e-05    -0.007517830874124998    -2.4700493258734966%
sglib-arrayheapsort   increase_alignment   0.10174140419791249  9.187240729892751e-05   0.09923067370117501  8.474089959989152e-05   -0.0025107304967374733   -2.4677568749232854%
minver                increase_alignment   0.3047791896795      6.212143806479232e-05   0.29727234587999996  8.06030027746007e-05    -0.0075068437995000625   -2.4630434274053017%
insertsort            increase_alignment   0.3949043192234375   8.681459884023623e-05   0.38524462055450004  0.00011328848630775503  -0.009659698668937455    -2.4460858488286075%
lcdnum                increase_alignment   0.421786666278875    0.0041668164892174845   0.41147526279356245  0.0040739821380511645   -0.010311403485312565    -2.444696409273146%
2dfir                 increase_alignment   0.24642348494874997  3.5376212044311446e-05  0.2404064887043125   4.900537785548605e-05   -0.006016996244437467    -2.44173003465512%
prime                 increase_alignment   0.228074974036625    1.3622454471962728e-05  0.22251171974543757  3.1018384425838744e-05  -0.005563254291187425    -2.4392217141254875%
sglib-arraybinsearch  increase_alignment   0.35431389500625005  0.0001613881325011023   0.3456939325349375   0.0001292889590971232   -0.008619962471312526    -2.4328604079048244%
qurt                  increase_alignment   0.297042341005       1.9062926000603038e-05  0.2898383813451875   5.334319427123228e-05   -0.0072039596598124644   -2.4252298966668877%
bubblesort            increase_alignment   0.3469338238349375   2.2960551718283656e-05  0.33857304032906244  7.459508671701051e-05   -0.008360783505875047    -2.4099072882132413%
newlib-exp            increase_alignment   0.241039628239125    1.4547654936483225e-05  0.23523653505518752  3.393332335580784e-05   -0.0058030931839374855   -2.407526607276579%
cnt                   increase_alignment   0.18465270448450002  2.0213997930970424e-05  0.180208893210875    1.9705045788109746e-05  -0.004443811273625031    -2.406577951853421%
fft                   increase_alignment   0.4570548504454999   0.0010984863995490183   0.44605900581999997  0.0010594649986895913   -0.010995844625499962    -2.405804164375918%
cnt                   einline              0.1846440212183125   2.5154715894626793e-05  0.1802175764770625   1.4846485471523731e-05  -0.004426444741250007    -2.397285713365413%
dtoa                  cddce                0.1837579612489375   0.00012457412677773812  0.17936011791587497  8.700342756645068e-05   -0.004397843333062534    -2.393280434312591%
sglib-arrayquicksort  tmipa                0.10502410699326248  1.0139225369605575e-05  0.10251533147402499  1.4526936528369345e-05  -0.002508775519237491    -2.3887615815656824%
insertsort            early_optimizations  0.39478609326918757  9.657102730984175e-05   0.38536284650874997  0.00010593856390032387  -0.009423246760437598    -2.38692469696806%
cover                 increase_alignment   0.2704904166275625   0.00022861779567885548  0.264053110107875    0.00019740392855301624  -0.006437306519687491    -2.379864913495623%
sglib-hashtable       increase_alignment   0.1686556675870625   5.594395828915928e-05   0.164653246925       5.31958306178638e-05    -0.004002420662062495    -2.3731314336035503%
fasta                 increase_alignment   0.3963669877819375   0.020298401982090427    0.38697373102056254  0.019141018174125883    -0.00939325676137498     -2.369838319265556%
lms                   increase_alignment   0.2006666054081875   2.1585100036301783e-05  0.19591628586543747  3.0665146818543866e-05  -0.004750319542750042    -2.3672695977923897%
sglib-arrayquicksort  increase_alignment   0.1050096795433187   1.3326005334929815e-05  0.10252975892396875  1.1416929004457431e-05  -0.0024799206193499568   -2.361611453472665%
ndes                  increase_alignment   0.21903134015837503  0.00038553815843697913  0.2139111998310625   0.00037659347565245003  -0.0051201403273125334   -2.337629091622374%
crc                   local-pure-const     0.28108426446181256  0.0001776483922044132   0.2745215614625      0.0001876651135641691   -0.006562702999312553    -2.334781355291465%
fasta                 early_optimizations  0.3962683816784375   0.020606220040566       0.3870723371240625   0.018835155335457814    -0.00919604455437495     -2.3206606884516274%
sglib-listinsertsort  increase_alignment   0.2111682583639375   0.00011167789342168545  0.20627465455137503  0.00010332451433567301  -0.004893603812562458    -2.3173955453705486%
bs                    early_optimizations  0.3890209357841249   8.799898863210363e-05   0.3800168872335      0.0015030517987677443   -0.009004048550624866    -2.3145408697544707%
levenshtein           increase_alignment   0.4804578977668125   0.0010322216195078706   0.4694785729034374   0.0009369163598011986   -0.010979324863375106    -2.285179391244778%
sglib-queue           tmipa                0.1996641607899375   5.2667149526835225e-05  0.195102304071375    6.585194098680417e-05   -0.004561856718562518    -2.2847649275234487%
ctl-vector            tmipa                0.11847851836243749  0.0001345864024290561   0.11577157041856251  0.00011393082530121851  -0.0027069479438749794   -2.2847584366257503%
aha-compress          early_optimizations  0.17216198899912497  1.7284835054065293e-05  0.1682383351029375   1.8941545517474858e-05  -0.003923653896187457    -2.279047726503322%
nettle-md5            increase_alignment   0.24483291025781248  1.0193655395145863e-05  0.23926412456274998  3.118843190444995e-05   -0.0055687856950625      -2.2745249767273896%
nettle-des            increase_alignment   0.37018753191350007  0.0004019075924567737   0.36177208481756257  0.0003741076068270159   -0.0084154470959375      -2.2732929584197605%
sglib-arrayheapsort   local-pure-const     0.10164015330700624  9.248133503435727e-05   0.09933192459208125  8.465242403877825e-05   -0.0023082287149249897   -2.2709811426129356%
sglib-dllist          increase_alignment   0.20162861584868746  3.0586567404951333e-05  0.19706851364456246  3.163074879377841e-05   -0.004560102204125005    -2.2616344336496073%
statemate             increase_alignment   0.28834036308862504  1.8173177443608737e-05  0.28184088739925006  3.536226721227787e-05   -0.006499475689374978    -2.2540984618852278%
sglib-listsort        increase_alignment   0.16751216509375     1.5500472827602627e-05  0.16375061280043748  3.2920412540690326e-05  -0.0037615522933125145   -2.2455397739067613%
dijkstra              increase_alignment   0.20612407966975002  1.2124218510027908e-05  0.201518145885125    1.957706163973838e-05   -0.00460593378462501     -2.234544257034206%
strstr                tailr                0.2326127752944375   3.989368116875667e-05   0.22746382086243747  7.086857947061404e-05   -0.00514895443200003     -2.213530372733212%
fac                   tmipa                0.3806371814478125   0.010162438334444777    0.37222338128275     0.009856761180710811    -0.00841380016506249     -2.2104514679988165%
ctl-stack             increase_alignment   0.1191929466213125   9.391870477854823e-06   0.11657055941431249  8.895521190771724e-06   -0.0026223872070000043   -2.2001194544938816%
sglib-queue           local-pure-const     0.199567443839375    4.471083489170608e-05   0.19519902102193748  7.472954565328545e-05   -0.004368422817437517    -2.1889456182810614%
strstr                increase_alignment   0.2325682797503125   3.153609010315692e-05   0.2275083164065625   7.971070531099714e-05   -0.005059963343750001    -2.175689371389093%
sglib-rbtree          increase_alignment   0.17763006186875     2.3982692511189982e-05  0.1737960013923125   1.9582613762577847e-05  -0.003834060476437501    -2.1584524804537137%
aha-mont64            copyprop             0.21853034356618753  0.0017418628201067844   0.21388223560575     0.0013112830555443865   -0.00464810796043752     -2.126985152077849%
ndes                  cddce                0.21878811494106248  0.00011120242048396963  0.214154425048375    0.0006534597495786741   -0.004633689892687476    -2.1178892162107195%
mergesort             esra                 0.297970841293875    9.449690851999109e-05   0.2916682025049375   0.00021833559757735417  -0.006302638788937498    -2.1151864261515083%
ndes                  copyrename           0.218766217197875    0.00015725756482856391  0.2141763227915625   0.0006076200459596772   -0.004589894406312495    -2.0980818999859174%
sglib-rbtree          tmipa                0.177525069101875    1.9706949882180366e-05  0.17390099415918747  2.4693610016528656e-05  -0.0036240749426875163   -2.0414440400007927%
edn                   local-pure-const     0.2976675578019375   7.253830467306201e-05   0.29160383766150005  7.645939680568418e-05   -0.006063720140437434    -2.037077935269023%
fac                   local-pure-const     0.38030233923925005  0.009933754989125354    0.37255822349131246  0.010091215568430317    -0.007744115747937597    -2.0363050522983333%
sha                   tmipa                0.69791690198875     0.000457900253085539    0.6837572018591249   0.0005644704555777671   -0.014159700129625086    -2.028851871802545%
aha-mont64            tmipa                0.21836542428362507  0.0015813421257007117   0.21404715488831247  0.0014733810603725348   -0.004318269395312602    -1.9775426487408532%
duff                  tmipa                0.3929526338651251   0.00018645345802028367  0.38526879960825     0.00017914533110616296  -0.007683834256875077    -1.9554097859826116%
mergesort             increase_alignment   0.297722823354375    0.00015014307924287457  0.29191622044443755  0.00016589295664120408  -0.005806602909937453    -1.9503385210833972%
aha-mont64            esra                 0.21832579636425     0.0017390746581803726   0.2140867828076875   0.0013160102423663519   -0.004239013556562504    -1.9415999516109523%
nettle-arcfour        early_optimizations  0.20091856666175004  2.520121528317266e-05   0.1970507781763125   2.4246493109341023e-05  -0.0038677884854375344   -1.9250527961156645%
ctl-string            tmipa                0.295488041992       6.476152616816503e-05   0.28987103678237497  9.097425798501746e-05   -0.005617005209625048    -1.9009247114565542%
insertsort            tmipa                0.393809371050375    8.03840525014834e-05    0.3863395687275625   0.0001397253428506561   -0.007469802322812524    -1.8968066460401747%
sglib-hashtable       early_optimizations  0.16824472550706251  4.595954163141998e-05   0.165064189005       6.63288119236846e-05    -0.0031805365020625143   -1.8904227116047112%
sglib-hashtable       fre                  0.168233584252875    5.032736565045173e-05   0.16507533025918752  6.20363181192176e-05    -0.0031582539936874654   -1.877302922429707%
sglib-dllist          tmipa                0.20121743034843748  2.773733093841079e-05   0.19747969914481248  3.811939729312625e-05   -0.003737731203625       -1.857558362191869%
janne_complex         tmipa                0.323857991730375    7.07281972988074e-05    0.31795037335699994  9.162960681158133e-05   -0.0059076183733750565   -1.8241385188028307%
crc                   ccp                  0.28034886245537505  0.0002534727244469357   0.2752569634689376   0.0001209829868518344   -0.005091898986437471    -1.8162723907067686%
lcdnum                local-pure-const     0.42040352533249997  0.0032537316693369888   0.41285840373993743  0.00501341158832652     -0.0075451215925625426   -1.7947331879757797%
nettle-des            emutls               0.36929272660731255  0.0004481464480941675   0.36266689012375003  0.00034222503957235015  -0.006625836483562519    -1.7941963126200704%
fdct                  increase_alignment   0.18315054414412502  7.6231146093951035e-06  0.179876271986125    2.0119712835362364e-05  -0.0032742721580000245   -1.7877490745664564%
sglib-arrayquicksort  local-pure-const     0.10469006458900622  1.3583827220539804e-05  0.10284937387828125  1.2632101244569025e-05  -0.001840690710724971    -1.7582286513540528%
ctl-stack             tmipa                0.11892661913699999  8.376959838455992e-06   0.11683688689862501  1.1249063209015072e-05  -0.0020897322383749833   -1.7571610574144656%
lcdnum                eipa_sra             0.4203064460470624   0.003012467747379366    0.412955483025375    0.005256218018284321    -0.007350963021687418    -1.7489531961316431%
aha-compress          tmipa                0.1716871202740625   1.4513187026453338e-05  0.168713203828       2.5206996675170186e-05  -0.0029739164460624856   -1.7321721287626304%
