benchmark             pass                 U       p
qurt                  profile              1125.0  0.4230166142916768
qurt                  profile_estimate     651.0   0.0360878039246558
qurt                  release_ssa          915.0   0.0415492171330657
qurt                  switchconv           917.0   0.04286829477437121
qurt                  tailr                1133.0  0.4460841095264599
qurt                  tmipa                886.0   0.0258582743099824
qurt                  whole-program        916.0   0.04220458610224339
recursion             ccp                  1149.0  0.49269215541241723
recursion             cddce                999.0   0.13189809016052928
recursion             cdtor                1105.0  0.3666516249143129
recursion             copyprop             1052.0  0.23297050349913667
recursion             copyrename           1026.0  0.17888632969828766
recursion             cp                   1141.0  0.4693355934311513
recursion             devirt               1140.0  0.4664217795031791
recursion             ealias               1120.0  0.40872719026797394
recursion             early_optimizations  886.0   0.0258582743099824
recursion             ehcleanup            1039.0  0.20486798671143414
recursion             einline              1041.0  0.20905542088585255
recursion             eipa_sra             990.0   0.11832291065754158
recursion             emutls               1149.0  0.49269215541241723
recursion             esra                 1147.0  0.48684752751477334
recursion             fnsplit              997.0   0.12879224604336298
recursion             forwprop             1011.0  0.15161487930499873
recursion             fre                  1086.0  0.31562800681510284
recursion             increase_alignment   867.0   0.01854778576066425
recursion             inline               1108.0  0.37495732950058125
recursion             inline_param         822.0   0.36274145441072425
recursion             local-pure-const     1046.0  0.21974197418650715
recursion             mergephi             1079.0  0.2976216801535678
recursion             profile              1118.0  0.40304410036183724
recursion             profile_estimate     848.0   0.44782876733798893
recursion             release_ssa          1047.0  0.2219163107968326
recursion             switchconv           1067.0  0.26789733978379465
recursion             tailr                0.0     1.617306277737752e-17
recursion             tmipa                962.0   0.08247936254478527
recursion             whole-program        1053.0  0.23521747719989233
select                ccp                  1099.0  0.35022963900389636
select                cddce                1031.0  0.18862370423765934
select                cdtor                1081.0  0.3027184413513543
select                copyprop             565.0   8.630732956719404e-06
select                copyrename           998.0   0.1303387685336473
select                cp                   1144.0  0.47808627156346584
select                devirt               1065.0  0.2630926308967457
select                ealias               1025.0  0.17697750251442773
select                early_optimizations  783.0   0.0034645613711825713
select                ehcleanup            1066.0  0.26548947094956177
select                einline              726.0   0.0009107029824870802
select                eipa_sra             1060.0  0.25127652358822267
select                emutls               1146.0  0.48392619410484433
select                esra                 791.0   0.004125643914500883
select                fnsplit              1093.0  0.33408302924103084
select                forwprop             1120.0  0.40872719026797394
select                fre                  542.0   3.981238593478418e-06
select                increase_alignment   951.0   0.07089066221848173
select                inline               1038.0  0.20279310838327885
select                inline_param         716.0   0.10601009753637164
select                local-pure-const     942.0   0.06237491322996425
select                mergephi             814.0   0.006697800468592648
select                profile              1044.0  0.21543019350529502
select                profile_estimate     857.0   0.4780700615272949
select                release_ssa          1076.0  0.29005089304431286
select                switchconv           1064.0  0.26070689721295576
select                tailr                1123.0  0.4172875680784425
select                tmipa                1035.0  0.1966442440612866
select                whole-program        1051.0  0.23073550234568102
sglib-arraybinsearch  ccp                  930.0   0.05228722150602603
sglib-arraybinsearch  cddce                873.0   0.020638095377866265
sglib-arraybinsearch  cdtor                996.0   0.1272584999875645
sglib-arraybinsearch  copyprop             1008.0  0.1465110912385642
sglib-arraybinsearch  copyrename           438.0   8.555460636200727e-08
sglib-arraybinsearch  cp                   1129.0  0.43452249568933343
sglib-arraybinsearch  devirt               1093.0  0.33408302924103084
sglib-arraybinsearch  ealias               859.0   0.01604323623067901
sglib-arraybinsearch  early_optimizations  929.0   0.05150874322741606
sglib-arraybinsearch  ehcleanup            902.0   0.033756497976945014
sglib-arraybinsearch  einline              925.0   0.04848659017843916
sglib-arraybinsearch  eipa_sra             925.0   0.04848659017843916
sglib-arraybinsearch  emutls               1103.0  0.36114870324310233
sglib-arraybinsearch  esra                 937.0   0.05800118670160088
sglib-arraybinsearch  fnsplit              881.0   0.023732690220702703
sglib-arraybinsearch  forwprop             889.0   0.02720846664513998
sglib-arraybinsearch  fre                  873.0   0.020638095377866265
sglib-arraybinsearch  increase_alignment   707.0   0.0005627215402886533
sglib-arraybinsearch  inline               1008.0  0.1465110912385642
sglib-arraybinsearch  inline_param         773.0   0.2219154413967745
sglib-arraybinsearch  local-pure-const     1119.0  0.4058831659932154
sglib-arraybinsearch  mergephi             1010.0  0.1499006442600916
sglib-arraybinsearch  profile              1053.0  0.23521747719989233
sglib-arraybinsearch  profile_estimate     706.0   0.09132468360321067
sglib-arraybinsearch  release_ssa          1076.0  0.29005089304431286
sglib-arraybinsearch  switchconv           1062.0  0.25596905155081473
sglib-arraybinsearch  tailr                1088.0  0.32085670973964797
sglib-arraybinsearch  tmipa                923.0   0.04702960036351724
sglib-arraybinsearch  whole-program        948.0   0.0679580850237677
sglib-arrayheapsort   ccp                  1110.0  0.3805271349970258
sglib-arrayheapsort   cddce                1033.0  0.19260845857458997
sglib-arrayheapsort   cdtor                1050.0  0.22851252930955185
sglib-arrayheapsort   copyprop             580.0   1.4087275110120468e-05
sglib-arrayheapsort   copyrename           1047.0  0.2219163107968326
sglib-arrayheapsort   cp                   1055.0  0.23974711202999754
sglib-arrayheapsort   devirt               1036.0  0.19868120437462633
sglib-arrayheapsort   ealias               1122.0  0.4144295367508583
sglib-arrayheapsort   early_optimizations  759.0   0.0020131445716323414
sglib-arrayheapsort   ehcleanup            1003.0  0.13826378006942092
sglib-arrayheapsort   einline              1048.0  0.22410288193316785
sglib-arrayheapsort   eipa_sra             1052.0  0.23297050349913667
sglib-arrayheapsort   emutls               1150.0  0.49561513629399184
sglib-arrayheapsort   esra                 1102.0  0.3584078979360158
sglib-arrayheapsort   fnsplit              956.0   0.07599300802077288
sglib-arrayheapsort   forwprop             1135.0  0.45188278793665715
sglib-arrayheapsort   fre                  389.0   1.1530181205386547e-08
sglib-arrayheapsort   increase_alignment   843.0   0.011892831312497578
sglib-arrayheapsort   inline               971.0   0.09297803286995321
sglib-arrayheapsort   inline_param         856.0   0.4747004494571112
sglib-arrayheapsort   local-pure-const     857.0   0.015464422522408854
sglib-arrayheapsort   mergephi             1141.0  0.4693355934311513
sglib-arrayheapsort   profile              1090.0  0.32612118921998934
sglib-arrayheapsort   profile_estimate     350.0   6.969004660385831e-06
sglib-arrayheapsort   release_ssa          1062.0  0.25596905155081473
sglib-arrayheapsort   switchconv           998.0   0.1303387685336473
sglib-arrayheapsort   tailr                1099.0  0.35022963900389636
sglib-arrayheapsort   tmipa                783.0   0.0034645613711825713
sglib-arrayheapsort   whole-program        1107.0  0.37218209396632296
sglib-arrayquicksort  ccp                  1048.0  0.22410288193316785
sglib-arrayquicksort  cddce                865.0   0.01789232782953136
sglib-arrayquicksort  cdtor                1081.0  0.3027184413513543
sglib-arrayquicksort  copyprop             905.0   0.03543881070047989
sglib-arrayquicksort  copyrename           921.0   0.04560792679690729
sglib-arrayquicksort  cp                   1091.0  0.32876656677794425
sglib-arrayquicksort  devirt               1050.0  0.22851252930955185
sglib-arrayquicksort  ealias               1111.0  0.38332143490569737
sglib-arrayquicksort  early_optimizations  356.0   2.785862972642394e-09
sglib-arrayquicksort  ehcleanup            1011.0  0.15161487930499873
sglib-arrayquicksort  einline              917.0   0.04286829477437121
sglib-arrayquicksort  eipa_sra             1074.0  0.28505438740573785
sglib-arrayquicksort  emutls               1114.0  0.39174028256409765
sglib-arrayquicksort  esra                 1092.0  0.3314205517703327
sglib-arrayquicksort  fnsplit              961.0   0.08137027669574703
sglib-arrayquicksort  forwprop             866.0   0.018217544865095282
sglib-arrayquicksort  fre                  945.0   0.06512007627462142
sglib-arrayquicksort  increase_alignment   724.0   0.0008664399254624303
sglib-arrayquicksort  inline               970.0   0.09176493402774061
sglib-arrayquicksort  inline_param         838.0   0.41458700145332456
sglib-arrayquicksort  local-pure-const     848.0   0.013076387516297307
sglib-arrayquicksort  mergephi             1110.0  0.3805271349970258
sglib-arrayquicksort  profile              1113.0  0.3889281465988047
sglib-arrayquicksort  profile_estimate     649.0   0.034767236160827934
sglib-arrayquicksort  release_ssa          1038.0  0.20279310838327885
sglib-arrayquicksort  switchconv           1111.0  0.38332143490569737
sglib-arrayquicksort  tailr                1074.0  0.28505438740573785
sglib-arrayquicksort  tmipa                701.0   0.00048153753652683314
sglib-arrayquicksort  whole-program        1072.0  0.28009929235555187
sglib-dllist          ccp                  1095.0  0.33943299540119276
sglib-dllist          cddce                885.0   0.02542085896601977
sglib-dllist          cdtor                1131.0  0.44029693961536276
sglib-dllist          copyprop             1110.0  0.3805271349970258
sglib-dllist          copyrename           892.0   0.02861697254847027
sglib-dllist          cp                   1147.0  0.48684752751477334
sglib-dllist          devirt               1070.0  0.2751863199726272
sglib-dllist          ealias               1118.0  0.40304410036183724
sglib-dllist          early_optimizations  294.0   1.6557833241574002e-10
sglib-dllist          ehcleanup            1019.0  0.16579631373847464
sglib-dllist          einline              925.0   0.04848659017843916
sglib-dllist          eipa_sra             1072.0  0.28009929235555187
sglib-dllist          emutls               1137.0  0.45769174999105755
sglib-dllist          esra                 1055.0  0.23974711202999754
sglib-dllist          fnsplit              853.0   0.014360407039242329
sglib-dllist          forwprop             951.0   0.07089066221848173
sglib-dllist          fre                  1138.0  0.46059970279355245
sglib-dllist          increase_alignment   649.0   0.00011564490764844193
sglib-dllist          inline               926.0   0.04922850269864781
sglib-dllist          inline_param         710.0   0.0970068074635998
sglib-dllist          local-pure-const     880.0   0.023325695952263418
sglib-dllist          mergephi             1125.0  0.4230166142916768
sglib-dllist          profile              1112.0  0.38612181792098604
sglib-dllist          profile_estimate     838.0   0.41458700145332456
sglib-dllist          release_ssa          1005.0  0.14152392122197188
sglib-dllist          switchconv           1141.0  0.4693355934311513
sglib-dllist          tailr                1116.0  0.3973814183244456
sglib-dllist          tmipa                764.0   0.002259522544834395
sglib-dllist          whole-program        1069.0  0.27274584573148425
sglib-hashtable       ccp                  1036.0  0.19868120437462633
sglib-hashtable       cddce                984.0   0.10984027809875813
sglib-hashtable       cdtor                1115.0  0.3945580865312019
sglib-hashtable       copyprop             1003.0  0.13826378006942092
sglib-hashtable       copyrename           1061.0  0.25361708698096674
sglib-hashtable       cp                   1112.0  0.38612181792098604
sglib-hashtable       devirt               1075.0  0.2875475093396942
sglib-hashtable       ealias               1088.0  0.32085670973964797
sglib-hashtable       early_optimizations  963.0   0.0835997909468496
sglib-hashtable       ehcleanup            985.0   0.11122289290879755
sglib-hashtable       einline              22.0    6.339347565459233e-17
sglib-hashtable       eipa_sra             1143.0  0.47516799528060627
sglib-hashtable       emutls               1109.0  0.3777390546879723
sglib-hashtable       esra                 963.0   0.0835997909468496
sglib-hashtable       fnsplit              1008.0  0.1465110912385642
sglib-hashtable       forwprop             1025.0  0.17697750251442773
sglib-hashtable       fre                  854.0   0.014629847993622836
sglib-hashtable       increase_alignment   923.0   0.04702960036351724
sglib-hashtable       inline               1062.0  0.25596905155081473
sglib-hashtable       inline_param         856.0   0.4747004494571112
sglib-hashtable       local-pure-const     1077.0  0.2925644457912562
sglib-hashtable       mergephi             1142.0  0.47225105059019407
sglib-hashtable       profile              1096.0  0.3421202478311214
sglib-hashtable       profile_estimate     744.0   0.15598056287594436
sglib-hashtable       release_ssa          1028.0  0.18274268614967853
sglib-hashtable       switchconv           1149.0  0.49269215541241723
sglib-hashtable       tailr                1090.0  0.32612118921998934
sglib-hashtable       tmipa                976.0   0.09922170097837102
sglib-hashtable       whole-program        1104.0  0.36389665533369975
sglib-listinsertsort  ccp                  1050.0  0.22851252930955185
sglib-listinsertsort  cddce                926.0   0.04922850269864781
sglib-listinsertsort  cdtor                1149.0  0.49269215541241723
sglib-listinsertsort  copyprop             979.0   0.10311211775025936
sglib-listinsertsort  copyrename           1105.0  0.3666516249143129
sglib-listinsertsort  cp                   1142.0  0.47225105059019407
sglib-listinsertsort  devirt               1147.0  0.48684752751477334
sglib-listinsertsort  ealias               1092.0  0.3314205517703327
sglib-listinsertsort  early_optimizations  739.0   0.0012528705823308226
sglib-listinsertsort  ehcleanup            1003.0  0.13826378006942092
sglib-listinsertsort  einline              734.0   0.00110932827845463
sglib-listinsertsort  eipa_sra             1111.0  0.38332143490569737
sglib-listinsertsort  emutls               1145.0  0.48100572328563856
sglib-listinsertsort  esra                 1019.0  0.16579631373847464
sglib-listinsertsort  fnsplit              954.0   0.07391949510866815
sglib-listinsertsort  forwprop             1061.0  0.25361708698096674
sglib-listinsertsort  fre                  440.0   9.26010202056036e-08
sglib-listinsertsort  increase_alignment   763.0   0.0022081646828766986
sglib-listinsertsort  inline               1004.0  0.13988739571986336
sglib-listinsertsort  inline_param         833.0   0.398177541661951
sglib-listinsertsort  local-pure-const     953.0   0.07289908648743156
sglib-listinsertsort  mergephi             554.0   5.981562371297839e-06
sglib-listinsertsort  profile              1114.0  0.39174028256409765
sglib-listinsertsort  profile_estimate     796.0   0.2839550103859816
sglib-listinsertsort  release_ssa          1028.0  0.18274268614967853
sglib-listinsertsort  switchconv           1123.0  0.4172875680784425
sglib-listinsertsort  tailr                1136.0  0.4547860603284438
sglib-listinsertsort  tmipa                874.0   0.02100519242246162
sglib-listinsertsort  whole-program        1092.0  0.3314205517703327
sglib-listsort        ccp                  1152.0  0.4985383526044901
sglib-listsort        cddce                848.0   0.013076387516297307
sglib-listsort        cdtor                1054.0  0.23747636629112667
sglib-listsort        copyprop             955.0   0.07495078228201511
sglib-listsort        copyrename           515.0   1.5503328704211044e-06
sglib-listsort        cp                   1111.0  0.38332143490569737
sglib-listsort        devirt               1078.0  0.29508807338129317
sglib-listsort        ealias               1128.0  0.4316404242309396
sglib-listsort        early_optimizations  603.0   2.9197431810495592e-05
sglib-listsort        ehcleanup            996.0   0.1272584999875645
sglib-listsort        einline              910.0   0.03839501655060607
sglib-listsort        eipa_sra             1085.0  0.3130273449393093
sglib-listsort        emutls               1110.0  0.3805271349970258
sglib-listsort        esra                 1121.0  0.4115760288773467
sglib-listsort        fnsplit              947.0   0.06700165888056567
sglib-listsort        forwprop             825.0   0.008367672539803313
sglib-listsort        fre                  1064.0  0.26070689721295576
sglib-listsort        increase_alignment   632.0   7.041566084167725e-05
sglib-listsort        inline               953.0   0.07289908648743156
sglib-listsort        inline_param         838.0   0.41458700145332456
sglib-listsort        local-pure-const     898.0   0.03161617755437585
sglib-listsort        mergephi             994.0   0.12422924049068668
sglib-listsort        profile              1151.0  0.4985383526044901
sglib-listsort        profile_estimate     826.0   0.3755096287921944
sglib-listsort        release_ssa          977.0   0.10050639839428688
sglib-listsort        switchconv           1095.0  0.33943299540119276
sglib-listsort        tailr                1112.0  0.38612181792098604
sglib-listsort        tmipa                833.0   0.009801786658688232
sglib-listsort        whole-program        1007.0  0.14483575682826494
sglib-queue           ccp                  1088.0  0.32085670973964797
sglib-queue           cddce                914.0   0.04090211782214368
sglib-queue           cdtor                1142.0  0.47225105059019407
sglib-queue           copyprop             977.0   0.10050639839428688
sglib-queue           copyrename           1043.0  0.21329283995601267
sglib-queue           cp                   1147.0  0.48684752751477334
sglib-queue           devirt               1052.0  0.23297050349913667
sglib-queue           ealias               1090.0  0.32612118921998934
sglib-queue           early_optimizations  717.0   0.0007266386113079746
sglib-queue           ehcleanup            998.0   0.1303387685336473
sglib-queue           einline              994.0   0.12422924049068668
sglib-queue           eipa_sra             999.0   0.13189809016052928
sglib-queue           emutls               1026.0  0.17888632969828766
sglib-queue           esra                 1019.0  0.16579631373847464
sglib-queue           fnsplit              909.0   0.03778821529869987
sglib-queue           forwprop             879.0   0.02292459176819899
sglib-queue           fre                  420.0   4.1573867272884475e-08
sglib-queue           increase_alignment   620.0   4.917330819221122e-05
sglib-queue           inline               927.0   0.049979452883187094
sglib-queue           inline_param         772.0   0.21940583520899004
sglib-queue           local-pure-const     860.0   0.016339540690946713
sglib-queue           mergephi             1138.0  0.46059970279355245
sglib-queue           profile              1065.0  0.2630926308967457
sglib-queue           profile_estimate     718.0   0.10914138179363414
sglib-queue           release_ssa          1101.0  0.3556743676032139
sglib-queue           switchconv           1011.0  0.15161487930499873
sglib-queue           tailr                1120.0  0.40872719026797394
sglib-queue           tmipa                769.0   0.0025329093414177563
sglib-queue           whole-program        1131.0  0.44029693961536276
sglib-rbtree          ccp                  1065.0  0.2630926308967457
sglib-rbtree          cddce                875.0   0.021377800188949254
sglib-rbtree          cdtor                1079.0  0.2976216801535678
sglib-rbtree          copyprop             1094.0  0.3367538829526438
sglib-rbtree          copyrename           1074.0  0.28505438740573785
sglib-rbtree          cp                   1133.0  0.4460841095264599
sglib-rbtree          devirt               1080.0  0.30016516899521956
sglib-rbtree          ealias               1076.0  0.29005089304431286
sglib-rbtree          early_optimizations  372.0   5.586500223699734e-09
sglib-rbtree          ehcleanup            1001.0  0.13505521565803136
sglib-rbtree          einline              991.0   0.11978053990285198
sglib-rbtree          eipa_sra             1054.0  0.23747636629112667
sglib-rbtree          emutls               1125.0  0.4230166142916768
sglib-rbtree          esra                 955.0   0.07495078228201511
sglib-rbtree          fnsplit              871.0   0.01992018546480543
sglib-rbtree          forwprop             917.0   0.04286829477437121
sglib-rbtree          fre                  1004.0  0.13988739571986336
sglib-rbtree          increase_alignment   615.0   4.2248562318631694e-05
sglib-rbtree          inline               942.0   0.06237491322996425
sglib-rbtree          inline_param         831.0   0.3916621194320464
sglib-rbtree          local-pure-const     788.0   0.003865547067711551
sglib-rbtree          mergephi             1037.0  0.20073083645010553
sglib-rbtree          profile              1110.0  0.3805271349970258
sglib-rbtree          profile_estimate     760.0   0.19058676652055245
sglib-rbtree          release_ssa          989.0   0.11687786669701622
sglib-rbtree          switchconv           1091.0  0.32876656677794425
sglib-rbtree          tailr                1130.0  0.43740805112025094
sglib-rbtree          tmipa                724.0   0.0008664399254624303
sglib-rbtree          whole-program        979.0   0.10311211775025936
sha                   ccp                  1076.0  0.29005089304431286
sha                   cddce                963.0   0.0835997909468496
sha                   cdtor                1089.0  0.32348453275695455
sha                   copyprop             972.0   0.09420294592322542
sha                   copyrename           869.0   0.019223577906368777
sha                   cp                   1052.0  0.23297050349913667
sha                   devirt               1053.0  0.23521747719989233
sha                   ealias               1016.0  0.16038084745933168
sha                   early_optimizations  429.0   5.976518453438951e-08
sha                   ehcleanup            978.0   0.10180318946435041
sha                   einline              846.0   0.012591273594704754
sha                   eipa_sra             996.0   0.1272584999875645
sha                   emutls               1103.0  0.36114870324310233
sha                   esra                 1138.0  0.46059970279355245
sha                   fnsplit              881.0   0.023732690220702703
sha                   forwprop             889.0   0.02720846664513998
sha                   fre                  933.0   0.054678813916952215
sha                   increase_alignment   628.0   6.252359408290724e-05
sha                   inline               852.0   0.014095250162465631
sha                   inline_param         832.0   0.3949161572493035
sha                   local-pure-const     872.0   0.020276446972601215
sha                   mergephi             1067.0  0.26789733978379465
sha                   profile              1067.0  0.26789733978379465
sha                   profile_estimate     786.0   0.2559942984753714
sha                   release_ssa          1037.0  0.20073083645010553
sha                   switchconv           1060.0  0.25127652358822267
sha                   tailr                1093.0  0.33408302924103084
sha                   tmipa                748.0   0.001554759476309553
sha                   whole-program        1026.0  0.17888632969828766
slre                  ccp                  1006.0  0.14317337065804236
slre                  cddce                1071.0  0.2776374972630553
slre                  cdtor                1032.0  0.19060968946053153
slre                  copyprop             1018.0  0.16397817105380885
slre                  copyrename           1137.0  0.45769174999105755
slre                  cp                   1125.0  0.4230166142916768
slre                  devirt               1044.0  0.21543019350529502
slre                  ealias               1068.0  0.27031615826777466
slre                  early_optimizations  1127.0  0.4287619870972942
slre                  ehcleanup            869.0   0.019223577906368777
slre                  einline              78.0    1.8277254154924865e-15
slre                  eipa_sra             1002.0  0.13665305891858198
slre                  emutls               1148.0  0.4897695668702473
slre                  esra                 1044.0  0.21543019350529502
slre                  fnsplit              862.0   0.016946229457465253
slre                  forwprop             1095.0  0.33943299540119276
slre                  fre                  1023.0  0.17319862585772194
slre                  increase_alignment   779.0   0.003171117617374469
slre                  inline               1027.0  0.18080806311564457
slre                  inline_param         789.0   0.264229294207494
slre                  local-pure-const     1105.0  0.3666516249143129
slre                  mergephi             883.0   0.024564606589814127
slre                  profile              1142.0  0.47225105059019407
slre                  profile_estimate     732.0   0.1329293516193613
slre                  release_ssa          1142.0  0.47225105059019407
slre                  switchconv           1088.0  0.32085670973964797
slre                  tailr                1081.0  0.3027184413513543
slre                  tmipa                1079.0  0.2976216801535678
slre                  whole-program        999.0   0.13189809016052928
sqrt                  ccp                  1110.0  0.3805271349970258
sqrt                  cddce                837.0   0.010596187064996283
sqrt                  cdtor                1034.0  0.19461998586073342
sqrt                  copyprop             1003.0  0.13826378006942092
sqrt                  copyrename           925.0   0.04848659017843916
sqrt                  cp                   1136.0  0.4547860603284438
sqrt                  devirt               1089.0  0.32348453275695455
sqrt                  ealias               1091.0  0.32876656677794425
sqrt                  early_optimizations  726.0   0.0009107029824870802
sqrt                  ehcleanup            944.0   0.06419479176343351
sqrt                  einline              869.0   0.019223577906368777
sqrt                  eipa_sra             958.0   0.07811051251071904
sqrt                  emutls               1141.0  0.4693355934311513
sqrt                  esra                 1126.0  0.4258873340610004
sqrt                  fnsplit              832.0   0.009611507314208633
sqrt                  forwprop             802.0   0.005218468591288514
sqrt                  fre                  1127.0  0.4287619870972942
sqrt                  increase_alignment   529.0   2.5400843629864316e-06
sqrt                  inline               961.0   0.08137027669574703
sqrt                  inline_param         837.0   0.4112921746573501
sqrt                  local-pure-const     949.0   0.06892501906408724
sqrt                  mergephi             1032.0  0.19060968946053153
sqrt                  profile              1122.0  0.4144295367508583
sqrt                  profile_estimate     792.0   0.27259710959489974
sqrt                  release_ssa          891.0   0.028140880035711264
sqrt                  switchconv           931.0   0.05307501366080017
sqrt                  tailr                1090.0  0.32612118921998934
sqrt                  tmipa                790.0   0.0040372552192200675
sqrt                  whole-program        977.0   0.10050639839428688
statemate             ccp                  1042.0  0.21116790197946728
statemate             cddce                849.0   0.013324945004990197
statemate             cdtor                1092.0  0.3314205517703327
statemate             copyprop             1093.0  0.33408302924103084
statemate             copyrename           1136.0  0.4547860603284438
statemate             cp                   1000.0  0.13347023243388317
statemate             devirt               1050.0  0.22851252930955185
statemate             ealias               1072.0  0.28009929235555187
statemate             early_optimizations  1074.0  0.28505438740573785
statemate             ehcleanup            897.0   0.031098988640818694
statemate             einline              1074.0  0.28505438740573785
statemate             eipa_sra             1061.0  0.25361708698096674
statemate             emutls               1146.0  0.48392619410484433
statemate             esra                 1041.0  0.20905542088585255
statemate             fnsplit              801.0   0.005109428661261311
statemate             forwprop             1070.0  0.2751863199726272
statemate             fre                  957.0   0.07704623179391887
statemate             increase_alignment   453.0   1.5411060753677126e-07
statemate             inline               906.0   0.036014631238842534
statemate             inline_param         654.0   0.03814541823260346
statemate             local-pure-const     1041.0  0.20905542088585255
statemate             mergephi             909.0   0.03778821529869987
statemate             profile              1111.0  0.38332143490569737
statemate             profile_estimate     584.0   0.009017215696058543
statemate             release_ssa          953.0   0.07289908648743156
statemate             switchconv           1067.0  0.26789733978379465
statemate             tailr                1057.0  0.24432393055623913
statemate             tmipa                894.0   0.029589265317854746
statemate             whole-program        972.0   0.09420294592322542
stb_perlin            ccp                  1007.0  0.14483575682826494
stb_perlin            cddce                782.0   0.00338899904409877
stb_perlin            cdtor                1094.0  0.3367538829526438
stb_perlin            copyprop             1148.0  0.4897695668702473
stb_perlin            copyrename           1010.0  0.1499006442600916
stb_perlin            cp                   1119.0  0.4058831659932154
stb_perlin            devirt               1110.0  0.3805271349970258
stb_perlin            ealias               1043.0  0.21329283995601267
stb_perlin            early_optimizations  1021.0  0.16947153636185053
stb_perlin            ehcleanup            988.0   0.11544537627703144
stb_perlin            einline              474.0   3.444461383538725e-07
stb_perlin            eipa_sra             1031.0  0.18862370423765934
stb_perlin            emutls               1149.0  0.49269215541241723
stb_perlin            esra                 1076.0  0.29005089304431286
stb_perlin            fnsplit              777.0   0.00303295295488923
stb_perlin            forwprop             1118.0  0.40304410036183724
stb_perlin            fre                  517.0   1.6646627966389543e-06
stb_perlin            increase_alignment   705.0   0.0005343508676744654
stb_perlin            inline               961.0   0.08137027669574703
stb_perlin            inline_param         818.0   0.3501241085139114
stb_perlin            local-pure-const     1020.0  0.1676274376199025
stb_perlin            mergephi             1031.0  0.18862370423765934
stb_perlin            profile              1088.0  0.32085670973964797
stb_perlin            profile_estimate     799.0   0.2926193922695971
stb_perlin            release_ssa          958.0   0.07811051251071904
stb_perlin            switchconv           1041.0  0.20905542088585255
stb_perlin            tailr                1132.0  0.4431890097338998
stb_perlin            tmipa                868.0   0.018883110118032866
stb_perlin            whole-program        1054.0  0.23747636629112667
st                    ccp                  1080.0  0.30016516899521956
st                    cddce                953.0   0.07289908648743156
st                    cdtor                1107.0  0.37218209396632296
st                    copyprop             1140.0  0.4664217795031791
st                    copyrename           1001.0  0.13505521565803136
st                    cp                   1144.0  0.47808627156346584
st                    devirt               1101.0  0.3556743676032139
st                    ealias               1138.0  0.46059970279355245
st                    early_optimizations  967.0   0.08819602448160024
st                    ehcleanup            1102.0  0.3584078979360158
st                    einline              1108.0  0.37495732950058125
st                    eipa_sra             1126.0  0.4258873340610004
st                    emutls               1145.0  0.48100572328563856
st                    esra                 1100.0  0.3529482393150252
st                    fnsplit              995.0   0.12573750648536175
st                    forwprop             971.0   0.09297803286995321
st                    fre                  69.0    1.0768402593419351e-15
st                    increase_alignment   716.0   0.0007084580891060613
st                    inline               994.0   0.12422924049068668
st                    inline_param         860.0   0.4881873449773001
st                    local-pure-const     978.0   0.10180318946435041
st                    mergephi             1103.0  0.36114870324310233
st                    profile              1129.0  0.43452249568933343
st                    profile_estimate     772.0   0.21940583520899004
st                    release_ssa          1023.0  0.17319862585772194
strstr                ccp                  998.0   0.1303387685336473
strstr                cddce                703.0   0.0005073084155490868
strstr                cdtor                1060.0  0.25127652358822267
strstr                copyprop             1051.0  0.23073550234568102
strstr                copyrename           975.0   0.0979490527685331
strstr                cp                   1088.0  0.32085670973964797
strstr                devirt               931.0   0.05307501366080017
strstr                ealias               1011.0  0.15161487930499873
strstr                early_optimizations  1084.0  0.3104359525463636
strstr                ehcleanup            1036.0  0.19868120437462633
strstr                einline              1123.0  0.4172875680784425
strstr                eipa_sra             908.0   0.03718926385322133
strstr                emutls               1147.0  0.48684752751477334
strstr                esra                 1032.0  0.19060968946053153
strstr                fnsplit              950.0   0.06990252396039197
strstr                forwprop             570.0   1.0174950664252861e-05
strstr                fre                  1143.0  0.47516799528060627
strstr                increase_alignment   701.0   0.00048153753652683314
strstr                inline               859.0   0.01604323623067901
strstr                inline_param         848.0   0.44782876733798893
strstr                local-pure-const     977.0   0.10050639839428688
strstr                mergephi             1090.0  0.32612118921998934
strstr                profile              1132.0  0.4431890097338998
strstr                profile_estimate     831.0   0.3916621194320464
strstr                release_ssa          1145.0  0.48100572328563856
strstr                switchconv           511.0   1.3438559701492516e-06
strstr                tailr                790.0   0.0040372552192200675
strstr                tmipa                1004.0  0.13988739571986336
strstr                whole-program        1059.0  0.24894743116669138
st                    switchconv           1076.0  0.29005089304431286
st                    tailr                1151.0  0.4985383526044901
st                    tmipa                930.0   0.05228722150602603
st                    whole-program        1078.0  0.29508807338129317
tarai                 ccp                  1102.0  0.3584078979360158
tarai                 cddce                897.0   0.031098988640818694
tarai                 cdtor                1052.0  0.23297050349913667
tarai                 copyprop             764.0   0.002259522544834395
tarai                 copyrename           1010.0  0.1499006442600916
tarai                 cp                   1035.0  0.1966442440612866
tarai                 devirt               1017.0  0.16217301446818366
tarai                 ealias               1003.0  0.13826378006942092
tarai                 early_optimizations  633.0   7.253042418740327e-05
tarai                 ehcleanup            978.0   0.10180318946435041
tarai                 einline              843.0   0.011892831312497578
tarai                 eipa_sra             1081.0  0.3027184413513543
tarai                 emutls               1139.0  0.4635097642418137
tarai                 esra                 1133.0  0.4460841095264599
tarai                 fnsplit              785.0   0.003620241922127842
tarai                 forwprop             971.0   0.09297803286995321
