benchmark             pass                 U       p
fft                   cdtor                1131.0  0.44029693961536276
fft                   copyprop             701.0   0.00048153753652683314
fft                   copyrename           1066.0  0.26548947094956177
fft                   cp                   1005.0  0.14152392122197188
fft                   devirt               1109.0  0.3777390546879723
fft                   ealias               1070.0  0.2751863199726272
fft                   early_optimizations  1128.0  0.4316404242309396
fft                   ehcleanup            918.0   0.04354041318421969
fft                   einline              1072.0  0.28009929235555187
fft                   eipa_sra             1127.0  0.4287619870972942
fft                   emutls               1051.0  0.23073550234568102
fft                   esra                 1133.0  0.4460841095264599
fft                   fnsplit              898.0   0.03161617755437585
fft                   forwprop             1016.0  0.16038084745933168
fft                   fre                  1099.0  0.35022963900389636
fft                   increase_alignment   790.0   0.0040372552192200675
fft                   inline               1085.0  0.3130273449393093
fft                   inline_param         810.0   0.32539133251451857
fft                   local-pure-const     916.0   0.04220458610224339
fft                   mergephi             1093.0  0.33408302924103084
fft                   profile              1070.0  0.2751863199726272
fft                   profile_estimate     484.0   0.0006612954611516539
fft                   release_ssa          1054.0  0.23747636629112667
fft                   switchconv           405.0   2.2492179558697017e-08
fft                   tailr                1115.0  0.3945580865312019
fft                   tmipa                991.0   0.11978053990285198
fft                   whole-program        1033.0  0.19260845857458997
insertsort            ccp                  1098.0  0.3475186914472465
insertsort            cddce                913.0   0.04026321812619561
insertsort            cdtor                1092.0  0.3314205517703327
insertsort            copyprop             1130.0  0.43740805112025094
insertsort            copyrename           901.0   0.03321054563816245
insertsort            cp                   1149.0  0.49269215541241723
insertsort            devirt               1132.0  0.4431890097338998
insertsort            ealias               1128.0  0.4316404242309396
insertsort            early_optimizations  581.0   1.4549020003991359e-05
insertsort            ehcleanup            999.0   0.13189809016052928
insertsort            einline              902.0   0.033756497976945014
insertsort            eipa_sra             974.0   0.09668840844574683
insertsort            emutls               1116.0  0.3973814183244456
insertsort            esra                 1112.0  0.38612181792098604
insertsort            fnsplit              828.0   0.008882304740187145
insertsort            forwprop             859.0   0.01604323623067901
insertsort            fre                  1045.0  0.21757991973861335
insertsort            increase_alignment   503.0   1.0072317609906598e-06
insertsort            inline               943.0   0.0632797590821072
insertsort            inline_param         847.0   0.4444840309743262
insertsort            local-pure-const     805.0   0.005558114377430621
insertsort            mergephi             991.0   0.11978053990285198
insertsort            profile              1152.0  0.4985383526044901
insertsort            profile_estimate     819.0   0.3532636128816395
insertsort            release_ssa          948.0   0.0679580850237677
insertsort            switchconv           968.0   0.08937398043365113
insertsort            tailr                1073.0  0.28257161849097157
insertsort            tmipa                725.0   0.0008883180540019706
insertsort            whole-program        1039.0  0.20486798671143414
janne_complex         ccp                  1094.0  0.3367538829526438
janne_complex         cddce                840.0   0.011228247763737013
janne_complex         cdtor                1105.0  0.3666516249143129
janne_complex         copyprop             1028.0  0.18274268614967853
janne_complex         copyrename           994.0   0.12422924049068668
janne_complex         cp                   1145.0  0.48100572328563856
janne_complex         devirt               1101.0  0.3556743676032139
janne_complex         ealias               1110.0  0.3805271349970258
janne_complex         early_optimizations  434.0   7.298393930694858e-08
janne_complex         ehcleanup            921.0   0.04560792679690729
janne_complex         einline              1006.0  0.14317337065804236
janne_complex         eipa_sra             998.0   0.1303387685336473
janne_complex         emutls               1151.0  0.4985383526044901
janne_complex         esra                 1114.0  0.39174028256409765
janne_complex         fnsplit              849.0   0.013324945004990197
janne_complex         forwprop             918.0   0.04354041318421969
janne_complex         fre                  1056.0  0.24202965408876115
janne_complex         increase_alignment   549.0   5.052906237582465e-06
janne_complex         inline               933.0   0.054678813916952215
janne_complex         inline_param         799.0   0.2926193922695971
janne_complex         local-pure-const     829.0   0.009059907653825385
janne_complex         mergephi             990.0   0.11832291065754158
janne_complex         profile              1095.0  0.33943299540119276
janne_complex         profile_estimate     804.0   0.30732660799330236
janne_complex         release_ssa          1025.0  0.17697750251442773
janne_complex         switchconv           1102.0  0.3584078979360158
janne_complex         tailr                1064.0  0.26070689721295576
janne_complex         tmipa                729.0   0.0009810046048162482
janne_complex         whole-program        989.0   0.11687786669701622
jfdctint              ccp                  1119.0  0.4058831659932154
jfdctint              cddce                996.0   0.1272584999875645
jfdctint              cdtor                1109.0  0.3777390546879723
jfdctint              copyprop             1007.0  0.14483575682826494
jfdctint              copyrename           953.0   0.07289908648743156
jfdctint              cp                   1047.0  0.2219163107968326
jfdctint              devirt               1013.0  0.15508229750692448
jfdctint              ealias               1149.0  0.49269215541241723
jfdctint              early_optimizations  1024.0  0.17508159668800577
jfdctint              ehcleanup            785.0   0.003620241922127842
jfdctint              einline              796.0   0.004594083269374079
jfdctint              eipa_sra             998.0   0.1303387685336473
jfdctint              emutls               1122.0  0.4144295367508583
jfdctint              esra                 1063.0  0.25833234593638554
jfdctint              fnsplit              683.0   0.0002984770506106515
jfdctint              forwprop             913.0   0.04026321812619561
jfdctint              fre                  995.0   0.12573750648536175
jfdctint              increase_alignment   492.0   6.739022738224615e-07
jfdctint              inline               847.0   0.012831847721017652
jfdctint              inline_param         733.0   0.13475559000454784
jfdctint              local-pure-const     1113.0  0.3889281465988047
jfdctint              mergephi             875.0   0.021377800188949254
jfdctint              profile              1050.0  0.22851252930955185
jfdctint              profile_estimate     487.0   0.0007221495622479923
jfdctint              release_ssa          1050.0  0.22851252930955185
jfdctint              switchconv           1100.0  0.3529482393150252
jfdctint              tailr                1074.0  0.28505438740573785
jfdctint              tmipa                962.0   0.08247936254478527
jfdctint              whole-program        1036.0  0.19868120437462633
lcdnum                ccp                  436.0   7.902792486697994e-08
lcdnum                cddce                1112.0  0.38612181792098604
lcdnum                cdtor                1088.0  0.32085670973964797
lcdnum                copyprop             566.0   8.920501821989234e-06
lcdnum                copyrename           1141.0  0.4693355934311513
lcdnum                cp                   1126.0  0.4258873340610004
lcdnum                devirt               1091.0  0.32876656677794425
lcdnum                ealias               1105.0  0.3666516249143129
lcdnum                early_optimizations  494.0   7.253249832006614e-07
lcdnum                ehcleanup            1069.0  0.27274584573148425
lcdnum                einline              1151.0  0.4985383526044901
lcdnum                eipa_sra             1127.0  0.4287619870972942
lcdnum                emutls               1135.0  0.45188278793665715
lcdnum                esra                 1089.0  0.32348453275695455
lcdnum                fnsplit              1017.0  0.16217301446818366
lcdnum                forwprop             914.0   0.04090211782214368
lcdnum                fre                  988.0   0.11544537627703144
lcdnum                increase_alignment   964.0   0.08473161712772143
lcdnum                inline               1059.0  0.24894743116669138
lcdnum                inline_param         765.0   0.20230113700316554
lcdnum                local-pure-const     968.0   0.08937398043365113
lcdnum                mergephi             1125.0  0.4230166142916768
lcdnum                profile              1145.0  0.48100572328563856
lcdnum                profile_estimate     526.0   0.0021473664997102137
lcdnum                release_ssa          986.0   0.11261792376409274
lcdnum                switchconv           726.0   0.0009107029824870802
lcdnum                tailr                1087.0  0.318237831195485
lcdnum                tmipa                986.0   0.11261792376409274
lcdnum                whole-program        1099.0  0.35022963900389636
levenshtein           ccp                  1097.0  0.34481552025061735
levenshtein           cddce                1055.0  0.23974711202999754
levenshtein           cdtor                1127.0  0.4287619870972942
levenshtein           copyprop             613.0   3.9745645021477866e-05
levenshtein           copyrename           1019.0  0.16579631373847464
levenshtein           cp                   1112.0  0.38612181792098604
levenshtein           devirt               1110.0  0.3805271349970258
levenshtein           ealias               1130.0  0.43740805112025094
levenshtein           early_optimizations  449.0   1.3187806179067148e-07
levenshtein           ehcleanup            1151.0  0.4985383526044901
levenshtein           einline              975.0   0.0979490527685331
levenshtein           eipa_sra             1053.0  0.23521747719989233
levenshtein           emutls               1051.0  0.23073550234568102
levenshtein           esra                 1134.0  0.4489820865589499
levenshtein           fnsplit              1054.0  0.23747636629112667
levenshtein           forwprop             1074.0  0.28505438740573785
levenshtein           fre                  928.0   0.05073951001351833
levenshtein           increase_alignment   897.0   0.031098988640818694
levenshtein           inline               1025.0  0.17697750251442773
levenshtein           inline_param         800.0   0.2955345725125887
levenshtein           local-pure-const     734.0   0.00110932827845463
levenshtein           mergephi             1147.0  0.48684752751477334
levenshtein           profile              1125.0  0.4230166142916768
levenshtein           profile_estimate     275.0   3.1886430605689996e-07
levenshtein           release_ssa          1040.0  0.20695543640943126
levenshtein           switchconv           1144.0  0.47808627156346584
levenshtein           tailr                1134.0  0.4489820865589499
levenshtein           tmipa                581.0   1.4549020003991359e-05
levenshtein           whole-program        1146.0  0.48392619410484433
lms                   ccp                  958.0   0.07811051251071904
lms                   cddce                813.0   0.006561704180154563
lms                   cdtor                1068.0  0.27031615826777466
lms                   copyprop             1109.0  0.3777390546879723
lms                   copyrename           939.0   0.05972084126616689
lms                   cp                   1144.0  0.47808627156346584
lms                   devirt               1055.0  0.23974711202999754
lms                   ealias               1089.0  0.32348453275695455
lms                   early_optimizations  818.0   0.007267454843268681
lms                   ehcleanup            944.0   0.06419479176343351
lms                   einline              965.0   0.08587489564480172
lms                   eipa_sra             1028.0  0.18274268614967853
lms                   emutls               1049.0  0.226301638373551
lms                   esra                 1096.0  0.3421202478311214
lms                   fnsplit              848.0   0.013076387516297307
lms                   forwprop             958.0   0.07811051251071904
lms                   fre                  497.0   8.095942208754644e-07
lms                   increase_alignment   543.0   4.1197835575358156e-06
lms                   inline               923.0   0.04702960036351724
lms                   inline_param         827.0   0.3787237277222764
lms                   local-pure-const     929.0   0.05150874322741606
lms                   mergephi             1052.0  0.23297050349913667
lms                   profile              1120.0  0.40872719026797394
lms                   profile_estimate     701.0   0.08457379382637475
lms                   release_ssa          1027.0  0.18080806311564457
lms                   switchconv           1047.0  0.2219163107968326
lms                   tailr                1102.0  0.3584078979360158
lms                   tmipa                784.0   0.003541633679379914
lms                   whole-program        1137.0  0.45769174999105755
ludcmp                ccp                  986.0   0.11261792376409274
ludcmp                cddce                778.0   0.003101342597382871
ludcmp                cdtor                1131.0  0.44029693961536276
ludcmp                copyprop             1014.0  0.1568354890183083
ludcmp                copyrename           1048.0  0.22410288193316785
ludcmp                cp                   1101.0  0.3556743676032139
ludcmp                devirt               1113.0  0.3889281465988047
ludcmp                ealias               1138.0  0.46059970279355245
ludcmp                early_optimizations  786.0   0.0037004124034964512
ludcmp                ehcleanup            959.0   0.07918590850529822
ludcmp                einline              1006.0  0.14317337065804236
ludcmp                eipa_sra             994.0   0.12422924049068668
ludcmp                emutls               1149.0  0.49269215541241723
ludcmp                esra                 1020.0  0.1676274376199025
ludcmp                fnsplit              819.0   0.007416378556870962
ludcmp                forwprop             880.0   0.023325695952263418
ludcmp                fre                  1034.0  0.19461998586073342
ludcmp                increase_alignment   417.0   3.680190859354714e-08
ludcmp                inline               987.0   0.11402540658690946
ludcmp                inline_param         863.0   0.49831223622413545
ludcmp                local-pure-const     893.0   0.02909974516112997
ludcmp                mergephi             1016.0  0.16038084745933168
ludcmp                profile              1113.0  0.3889281465988047
ludcmp                profile_estimate     838.0   0.41458700145332456
ludcmp                release_ssa          1035.0  0.1966442440612866
ludcmp                switchconv           862.0   0.016946229457465253
ludcmp                tailr                1030.0  0.18665052709217128
ludcmp                tmipa                663.0   0.0001720950766199137
ludcmp                whole-program        1033.0  0.19260845857458997
mergesort             ccp                  956.0   0.07599300802077288
mergesort             cddce                1061.0  0.25361708698096674
mergesort             cdtor                1129.0  0.43452249568933343
mergesort             copyprop             698.0   0.000445146727739308
mergesort             copyrename           1044.0  0.21543019350529502
mergesort             cp                   1008.0  0.1465110912385642
mergesort             devirt               1146.0  0.48392619410484433
mergesort             ealias               1073.0  0.28257161849097157
mergesort             early_optimizations  375.0   6.355521378311236e-09
mergesort             ehcleanup            1127.0  0.4287619870972942
mergesort             einline              1105.0  0.3666516249143129
mergesort             eipa_sra             1103.0  0.36114870324310233
mergesort             emutls               1132.0  0.4431890097338998
mergesort             esra                 1011.0  0.15161487930499873
mergesort             fnsplit              856.0   0.01518180060796703
mergesort             forwprop             951.0   0.07089066221848173
mergesort             fre                  929.0   0.05150874322741606
mergesort             increase_alignment   704.0   0.0005206672052261286
mergesort             inline               937.0   0.05800118670160088
mergesort             inline_param         658.0   0.041036706846395675
mergesort             local-pure-const     972.0   0.09420294592322542
mergesort             mergephi             1108.0  0.37495732950058125
mergesort             profile              1018.0  0.16397817105380885
mergesort             profile_estimate     602.0   0.013462323627927635
mergesort             release_ssa          1013.0  0.15508229750692448
mergesort             switchconv           1042.0  0.21116790197946728
mergesort             tailr                1110.0  0.3805271349970258
mergesort             tmipa                916.0   0.04220458610224339
mergesort             whole-program        1107.0  0.37218209396632296
minver                ccp                  1142.0  0.47225105059019407
minver                cddce                877.0   0.022139797891499294
minver                cdtor                1083.0  0.30785393523959576
minver                copyprop             988.0   0.11544537627703144
minver                copyrename           926.0   0.04922850269864781
minver                cp                   1140.0  0.4664217795031791
minver                devirt               1058.0  0.2466298779396333
minver                ealias               1083.0  0.30785393523959576
minver                early_optimizations  431.0   6.474820691901028e-08
minver                ehcleanup            1009.0  0.14819938408862238
minver                einline              981.0   0.10576655569238036
minver                eipa_sra             1095.0  0.33943299540119276
minver                emutls               1136.0  0.4547860603284438
minver                esra                 1113.0  0.3889281465988047
minver                fnsplit              836.0   0.010392501569734178
minver                forwprop             927.0   0.049979452883187094
minver                fre                  989.0   0.11687786669701622
minver                increase_alignment   600.0   2.6590571333695396e-05
minver                inline               953.0   0.07289908648743156
minver                inline_param         780.0   0.23993498762251042
minver                local-pure-const     860.0   0.016339540690946713
minver                mergephi             1030.0  0.18665052709217128
minver                profile              1132.0  0.4431890097338998
minver                profile_estimate     826.0   0.3755096287921944
minver                release_ssa          941.0   0.06148018884213971
minver                switchconv           1092.0  0.3314205517703327
minver                tailr                1142.0  0.47225105059019407
minver                tmipa                654.0   0.00013343838098515948
minver                whole-program        1021.0  0.16947153636185053
nbody                 ccp                  995.0   0.12573750648536175
nbody                 cddce                449.0   1.3187806179067148e-07
nbody                 cdtor                1079.0  0.2976216801535678
nbody                 copyprop             921.0   0.04560792679690729
nbody                 copyrename           910.0   0.03839501655060607
nbody                 cp                   1092.0  0.3314205517703327
nbody                 devirt               1129.0  0.43452249568933343
nbody                 ealias               1091.0  0.32876656677794425
nbody                 early_optimizations  1047.0  0.2219163107968326
nbody                 ehcleanup            926.0   0.04922850269864781
nbody                 einline              904.0   0.03487056124978927
nbody                 eipa_sra             1046.0  0.21974197418650715
nbody                 emutls               1140.0  0.4664217795031791
nbody                 esra                 1081.0  0.3027184413513543
nbody                 fnsplit              793.0   0.004307632865150501
nbody                 forwprop             840.0   0.011228247763737013
nbody                 fre                  1052.0  0.23297050349913667
nbody                 increase_alignment   571.0   1.05138610061217e-05
nbody                 inline               956.0   0.07599300802077288
nbody                 inline_param         801.0   0.2984630355625757
nbody                 local-pure-const     1002.0  0.13665305891858198
nbody                 mergephi             1074.0  0.28505438740573785
nbody                 profile              1144.0  0.47808627156346584
nbody                 profile_estimate     821.0   0.3595724810623898
nbody                 release_ssa          1062.0  0.25596905155081473
nbody                 switchconv           1070.0  0.2751863199726272
nbody                 tailr                1057.0  0.24432393055623913
nbody                 tmipa                895.0   0.03008560067580411
nbody                 whole-program        939.0   0.05972084126616689
ndes                  ccp                  917.0   0.04286829477437121
ndes                  cddce                1134.0  0.4489820865589499
ndes                  cdtor                1085.0  0.3130273449393093
ndes                  copyprop             1142.0  0.47225105059019407
ndes                  copyrename           1023.0  0.17319862585772194
ndes                  cp                   1100.0  0.3529482393150252
ndes                  devirt               1074.0  0.28505438740573785
ndes                  ealias               1020.0  0.1676274376199025
ndes                  early_optimizations  455.0   1.6654323635092855e-07
ndes                  ehcleanup            1004.0  0.13988739571986336
ndes                  einline              413.0   3.1257424725408144e-08
ndes                  eipa_sra             1100.0  0.3529482393150252
ndes                  emutls               1139.0  0.4635097642418137
ndes                  esra                 785.0   0.003620241922127842
ndes                  fnsplit              917.0   0.04286829477437121
ndes                  forwprop             818.0   0.007267454843268681
ndes                  fre                  1117.0  0.40021013689897966
ndes                  increase_alignment   948.0   0.0679580850237677
ndes                  inline               1043.0  0.21329283995601267
ndes                  inline_param         818.0   0.3501241085139114
ndes                  local-pure-const     981.0   0.10576655569238036
ndes                  mergephi             870.0   0.019569249458124143
ndes                  profile              1074.0  0.28505438740573785
ndes                  profile_estimate     822.0   0.36274145441072425
ndes                  release_ssa          1067.0  0.26789733978379465
ndes                  switchconv           1071.0  0.2776374972630553
ndes                  tailr                991.0   0.11978053990285198
ndes                  tmipa                909.0   0.03778821529869987
ndes                  whole-program        1074.0  0.28505438740573785
nettle-arcfour        ccp                  1076.0  0.29005089304431286
nettle-arcfour        cddce                794.0   0.00440129115742987
nettle-arcfour        cdtor                1064.0  0.26070689721295576
nettle-arcfour        copyprop             959.0   0.07918590850529822
nettle-arcfour        copyrename           898.0   0.03161617755437585
nettle-arcfour        cp                   1063.0  0.25833234593638554
nettle-arcfour        devirt               1091.0  0.32876656677794425
nettle-arcfour        ealias               1089.0  0.32348453275695455
nettle-arcfour        early_optimizations  615.0   4.2248562318631694e-05
nettle-arcfour        ehcleanup            931.0   0.05307501366080017
nettle-arcfour        einline              931.0   0.05307501366080017
nettle-arcfour        eipa_sra             966.0   0.087029680371498
nettle-arcfour        emutls               1099.0  0.35022963900389636
nettle-arcfour        esra                 1086.0  0.31562800681510284
nettle-arcfour        fnsplit              876.0   0.021755981095640864
nettle-arcfour        forwprop             831.0   0.009424464410940053
nettle-arcfour        fre                  1120.0  0.40872719026797394
nettle-arcfour        increase_alignment   506.0   1.1226820343187407e-06
nettle-arcfour        inline               958.0   0.07811051251071904
nettle-arcfour        inline_param         813.0   0.33458350749688776
nettle-arcfour        local-pure-const     818.0   0.007267454843268681
nettle-arcfour        mergephi             991.0   0.11978053990285198
nettle-arcfour        profile              1134.0  0.4489820865589499
nettle-arcfour        profile_estimate     847.0   0.4444840309743262
nettle-arcfour        release_ssa          1009.0  0.14819938408862238
nettle-arcfour        switchconv           1043.0  0.21329283995601267
nettle-arcfour        tailr                1051.0  0.23073550234568102
nettle-arcfour        tmipa                799.0   0.004897415272539283
nettle-arcfour        whole-program        1034.0  0.19461998586073342
nettle-des            ccp                  1108.0  0.37495732950058125
nettle-des            cddce                886.0   0.0258582743099824
nettle-des            cdtor                1031.0  0.18862370423765934
nettle-des            copyprop             1106.0  0.36941348160673276
nettle-des            copyrename           1049.0  0.226301638373551
nettle-des            cp                   1095.0  0.33943299540119276
nettle-des            devirt               1128.0  0.4316404242309396
nettle-des            ealias               1129.0  0.43452249568933343
nettle-des            early_optimizations  1048.0  0.22410288193316785
nettle-des            ehcleanup            1060.0  0.25127652358822267
nettle-des            einline              349.0   2.0460980440804672e-09
nettle-des            eipa_sra             1023.0  0.17319862585772194
nettle-des            emutls               902.0   0.033756497976945014
nettle-des            esra                 1029.0  0.1846901806833231
nettle-des            fnsplit              1142.0  0.47225105059019407
nettle-des            forwprop             906.0   0.036014631238842534
nettle-des            fre                  1054.0  0.23747636629112667
nettle-des            increase_alignment   681.0   0.0002827433546340046
nettle-des            inline               1020.0  0.1676274376199025
nettle-des            inline_param         545.0   0.0035205096332054328
nettle-des            local-pure-const     1131.0  0.44029693961536276
nettle-des            mergephi             889.0   0.02720846664513998
nettle-des            profile              1058.0  0.2466298779396333
nettle-des            profile_estimate     584.0   0.009017215696058543
nettle-des            release_ssa          935.0   0.05632069058964376
nettle-des            switchconv           1116.0  0.3973814183244456
nettle-des            tailr                1095.0  0.33943299540119276
nettle-des            tmipa                1083.0  0.30785393523959576
nettle-des            whole-program        1124.0  0.420149976332755
nettle-md5            ccp                  1095.0  0.33943299540119276
nettle-md5            cddce                867.0   0.01854778576066425
nettle-md5            cdtor                979.0   0.10311211775025936
nettle-md5            copyprop             983.0   0.10847004240406122
nettle-md5            copyrename           1041.0  0.20905542088585255
nettle-md5            cp                   1104.0  0.36389665533369975
nettle-md5            devirt               1090.0  0.32612118921998934
nettle-md5            ealias               1056.0  0.24202965408876115
nettle-md5            early_optimizations  1109.0  0.3777390546879723
nettle-md5            ehcleanup            889.0   0.02720846664513998
nettle-md5            einline              811.0   0.006296828278108643
nettle-md5            eipa_sra             1025.0  0.17697750251442773
nettle-md5            emutls               1115.0  0.3945580865312019
nettle-md5            esra                 1082.0  0.3052813972353643
nettle-md5            fnsplit              710.0   0.0006078973044002033
nettle-md5            forwprop             912.0   0.03963244801454527
nettle-md5            fre                  766.0   0.00236549739322795
nettle-md5            increase_alignment   533.0   2.919470115991276e-06
nettle-md5            inline               901.0   0.03321054563816245
nettle-md5            inline_param         679.0   0.05925070080359176
nettle-md5            local-pure-const     1052.0  0.23297050349913667
nettle-md5            mergephi             881.0   0.023732690220702703
nettle-md5            profile              1103.0  0.36114870324310233
nettle-md5            profile_estimate     630.0   0.02409469904395711
nettle-md5            release_ssa          1036.0  0.19868120437462633
nettle-md5            switchconv           980.0   0.1044332259119704
nettle-md5            tailr                1074.0  0.28505438740573785
nettle-md5            tmipa                969.0   0.09056359995531332
nettle-md5            whole-program        918.0   0.04354041318421969
newlib-exp            ccp                  1028.0  0.18274268614967853
newlib-exp            cddce                751.0   0.0016692669795338115
newlib-exp            cdtor                1121.0  0.4115760288773467
newlib-exp            copyprop             923.0   0.04702960036351724
newlib-exp            copyrename           1010.0  0.1499006442600916
newlib-exp            cp                   1079.0  0.2976216801535678
newlib-exp            devirt               1031.0  0.18862370423765934
newlib-exp            ealias               1136.0  0.4547860603284438
newlib-exp            early_optimizations  884.0   0.024989658216220102
newlib-exp            ehcleanup            910.0   0.03839501655060607
newlib-exp            einline              838.0   0.010803341349515244
newlib-exp            eipa_sra             1047.0  0.2219163107968326
newlib-exp            emutls               1123.0  0.4172875680784425
newlib-exp            esra                 1103.0  0.36114870324310233
newlib-exp            fnsplit              814.0   0.006697800468592648
newlib-exp            forwprop             910.0   0.03839501655060607
newlib-exp            fre                  659.0   0.00015377414288424588
newlib-exp            increase_alignment   598.0   2.4976894885438446e-05
newlib-exp            inline               923.0   0.04702960036351724
newlib-exp            inline_param         750.0   0.16843998751373807
newlib-exp            local-pure-const     1036.0  0.19868120437462633
newlib-exp            mergephi             1095.0  0.33943299540119276
newlib-exp            profile              1120.0  0.40872719026797394
newlib-exp            profile_estimate     717.0   0.1075675293592715
newlib-exp            release_ssa          968.0   0.08937398043365113
newlib-exp            switchconv           1123.0  0.4172875680784425
newlib-exp            tailr                1149.0  0.49269215541241723
newlib-exp            tmipa                877.0   0.022139797891499294
newlib-exp            whole-program        1013.0  0.15508229750692448
newlib-mod            ccp                  1104.0  0.36389665533369975
newlib-mod            cddce                990.0   0.11832291065754158
newlib-mod            cdtor                1088.0  0.32085670973964797
newlib-mod            copyprop             778.0   0.003101342597382871
newlib-mod            copyrename           968.0   0.08937398043365113
newlib-mod            cp                   1116.0  0.3973814183244456
newlib-mod            devirt               1110.0  0.3805271349970258
newlib-mod            ealias               1036.0  0.19868120437462633
newlib-mod            early_optimizations  1066.0  0.26548947094956177
newlib-mod            ehcleanup            1032.0  0.19060968946053153
newlib-mod            einline              1096.0  0.3421202478311214
newlib-mod            eipa_sra             1096.0  0.3421202478311214
newlib-mod            emutls               1118.0  0.40304410036183724
newlib-mod            esra                 1072.0  0.28009929235555187
newlib-mod            fnsplit              988.0   0.11544537627703144
newlib-mod            forwprop             14.0    3.86905620370219e-17
newlib-mod            fre                  1082.0  0.3052813972353643
newlib-mod            increase_alignment   870.0   0.019569249458124143
newlib-mod            inline               1080.0  0.30016516899521956
newlib-mod            inline_param         856.0   0.4747004494571112
newlib-mod            local-pure-const     1102.0  0.3584078979360158
newlib-mod            mergephi             1026.0  0.17888632969828766
newlib-mod            profile              1148.0  0.4897695668702473
newlib-mod            profile_estimate     557.0   0.0047521152763278516
newlib-mod            release_ssa          1100.0  0.3529482393150252
newlib-mod            switchconv           1090.0  0.32612118921998934
newlib-mod            tailr                1046.0  0.21974197418650715
newlib-mod            tmipa                1120.0  0.40872719026797394
newlib-mod            whole-program        1068.0  0.27031615826777466
newlib-sqrt           ccp                  917.0   0.04286829477437121
newlib-sqrt           cddce                608.0   3.408747979436527e-05
newlib-sqrt           cdtor                1093.0  0.33408302924103084
newlib-sqrt           copyprop             986.0   0.11261792376409274
newlib-sqrt           copyrename           960.0   0.08027247752117245
newlib-sqrt           cp                   1080.0  0.30016516899521956
newlib-sqrt           devirt               1091.0  0.32876656677794425
newlib-sqrt           ealias               1129.0  0.43452249568933343
newlib-sqrt           early_optimizations  943.0   0.0632797590821072
newlib-sqrt           ehcleanup            1053.0  0.23521747719989233
newlib-sqrt           einline              964.0   0.08473161712772143
newlib-sqrt           eipa_sra             1007.0  0.14483575682826494
newlib-sqrt           emutls               1144.0  0.47808627156346584
newlib-sqrt           esra                 1074.0  0.28505438740573785
newlib-sqrt           fnsplit              892.0   0.02861697254847027
newlib-sqrt           forwprop             1140.0  0.4664217795031791
newlib-sqrt           fre                  1013.0  0.15508229750692448
newlib-sqrt           increase_alignment   514.0   1.4960310245323819e-06
newlib-sqrt           inline               966.0   0.087029680371498
newlib-sqrt           inline_param         804.0   0.30732660799330236
newlib-sqrt           local-pure-const     909.0   0.03778821529869987
newlib-sqrt           mergephi             975.0   0.0979490527685331
newlib-sqrt           profile              1117.0  0.40021013689897966
newlib-sqrt           profile_estimate     667.0   0.04819332660751161
newlib-sqrt           release_ssa          997.0   0.12879224604336298
newlib-sqrt           switchconv           719.0   0.000764296176872694
newlib-sqrt           tailr                1152.0  0.4985383526044901
newlib-sqrt           tmipa                829.0   0.009059907653825385
newlib-sqrt           whole-program        977.0   0.10050639839428688
prime                 ccp                  1053.0  0.23521747719989233
prime                 cddce                780.0   0.0032423022563436246
prime                 cdtor                984.0   0.10984027809875813
prime                 copyprop             1078.0  0.29508807338129317
prime                 copyrename           937.0   0.05800118670160088
prime                 cp                   1107.0  0.37218209396632296
prime                 devirt               1017.0  0.16217301446818366
prime                 ealias               1124.0  0.420149976332755
prime                 early_optimizations  669.0   0.00020343946167850215
prime                 ehcleanup            1103.0  0.36114870324310233
prime                 einline              739.0   0.0012528705823308226
prime                 eipa_sra             1006.0  0.14317337065804236
prime                 emutls               1148.0  0.4897695668702473
prime                 esra                 1145.0  0.48100572328563856
prime                 fnsplit              894.0   0.029589265317854746
prime                 forwprop             896.0   0.030588819097130078
prime                 fre                  1141.0  0.4693355934311513
prime                 increase_alignment   507.0   1.1639140819874966e-06
prime                 inline               916.0   0.04220458610224339
prime                 inline_param         832.0   0.3949161572493035
prime                 local-pure-const     838.0   0.010803341349515244
prime                 mergephi             1050.0  0.22851252930955185
prime                 profile              1117.0  0.40021013689897966
prime                 profile_estimate     789.0   0.264229294207494
prime                 release_ssa          954.0   0.07391949510866815
prime                 switchconv           977.0   0.10050639839428688
prime                 tailr                1069.0  0.27274584573148425
prime                 tmipa                850.0   0.013577572631300132
prime                 whole-program        975.0   0.0979490527685331
qurt                  ccp                  1126.0  0.4258873340610004
qurt                  cddce                881.0   0.023732690220702703
qurt                  cdtor                1010.0  0.1499006442600916
qurt                  copyprop             989.0   0.11687786669701622
qurt                  copyrename           718.0   0.0007452482716591119
qurt                  cp                   1108.0  0.37495732950058125
qurt                  devirt               976.0   0.09922170097837102
qurt                  ealias               1116.0  0.3973814183244456
qurt                  early_optimizations  984.0   0.10984027809875813
qurt                  ehcleanup            955.0   0.07495078228201511
qurt                  einline              898.0   0.03161617755437585
qurt                  eipa_sra             1039.0  0.20486798671143414
qurt                  emutls               1088.0  0.32085670973964797
qurt                  esra                 1133.0  0.4460841095264599
qurt                  fnsplit              873.0   0.020638095377866265
qurt                  forwprop             776.0   0.0029659247824348187
qurt                  fre                  981.0   0.10576655569238036
qurt                  increase_alignment   537.0   3.352749758540756e-06
qurt                  inline               894.0   0.029589265317854746
qurt                  inline_param         782.0   0.245226258334157
qurt                  local-pure-const     1011.0  0.15161487930499873
qurt                  mergephi             935.0   0.05632069058964376
