benchmark             pass                 MDE                  DV                      MEE                  EV                      delta                    delta %
duff                  profile              0.38923484758599997  0.00021313595195204956  0.38922778587012496  0.00016373464418898676  -7.061715875000818e-06   -0.001814255819795415%
stb_perlin            cp                   0.2361589962623334   5.7036852112155834e-05  0.23615974925770833  9.456501674500968e-05   7.529953749418894e-07    0.0003188510227683373%
duff                  emutls               0.3892275293353333   0.0001967636006834053   0.3892351041207917   0.00018010699162297042  7.574785458430711e-06    0.0019461073247737228%
dijkstra              cdtor                0.20383266458581248  2.7001175226510057e-05  0.20383691663570835  1.6157678988084153e-05  4.252049895875354e-06    0.0020860493113385482%
cnt                   esra                 0.182375038992625    2.5891471307904237e-05  0.18238073122468745  2.2899687015120234e-05  5.692232062454172e-06    0.0031211683868011993%
ludcmp                emutls               0.30056918973039576  5.831725224807823e-05   0.3005809110928541   5.0723528195032134e-05  1.1721362458361195e-05   0.0038997218806342097%
expint                ealias               0.20667881036595834  3.73074186672644e-05    0.20668698555293738  2.5022559823487845e-05  8.175186979042515e-06    0.003955503210303476%
newlib-mod            profile              0.18291400043868747  0.00011891841620889137  0.182924612172375    0.0001491041334294397   1.0611733687521108e-05   0.0058014879462866195%
sglib-dllist          ealias               0.19934529418039584  4.392554596273834e-05   0.19935730659012504  2.7004188301478764e-05  1.2012409729200701e-05   0.00602593092482543%
sglib-queue           emutls               0.19741687371818747  7.995668262465539e-05   0.19742941255654167  4.8317757432645025e-05  1.2538838354198001e-05   0.00635145219253%
dijkstra              esra                 0.20382828423345836  2.0226170107438155e-05  0.2038412969880625   2.2932606872166733e-05  1.3012754604135868e-05   0.006384175117341162%
nettle-des            fnsplit              0.36579610051514583  0.0004833413230877988   0.3658217193680208   0.00031515768270777317  2.5618852874997877e-05   0.007003588293838885%
stb_perlin            emutls               0.2361494600789792   9.413164337303009e-05   0.23616928544106253  5.7470025069847874e-05  1.982536208333663e-05    0.008395260390053874%
nbody                 cp                   0.30426634307441663  0.00010447870785507565  0.3042952630152084   7.104853899756395e-05   2.891994079173843e-05    0.00950481098222069%
jfdctint              ealias               0.2906619195963541   5.501041746071305e-05   0.2906943328391041   4.9306223724362975e-05  3.2413242749995685e-05   0.011151527105789559%
jfdctint              cp                   0.2906616223206249   4.229421496193656e-05   0.2906946301148332   6.202240636126388e-05   3.3007794208284036e-05   0.011356089580988295%
janne_complex         emutls               0.3207649137615208   0.0001031231506998818   0.3208018954984792   8.220656377882391e-05   3.698173695843021e-05    0.011529233831953652%
strstr                cp                   0.2299672113184167   6.371167584415627e-05   0.22999661852543754  6.024109236733447e-05   2.9407207020853976e-05   0.01278756517168712%
sglib-arraybinsearch  inline_param         0.34963903687341663  0.00016588369083600683  0.3496877520658195   0.0001768970814497672   4.8715192402848384e-05   0.013932995822913574%
statemate             cdtor                0.28545664690097916  3.180302787522941e-05   0.28549669573712505  4.227855237100607e-05   4.00488361458895e-05     0.014029743773940518%
tarai                 cp                   0.24897874169862502  4.110129990189774e-05   0.2490140835713542   7.754373269041642e-05   3.534187272918876e-05    0.0141947350557214%
fac                   release_ssa          0.3761861010855001   0.00978232052305808     0.376241620469104    0.009296370931851998    5.551938360387476e-05    0.014758488802130473%
jfdctint              profile              0.290655764922875    4.0129639121095784e-05  0.29070048751258326  6.418651721714209e-05   4.472258970827925e-05    0.015386789152503584%
sglib-listsort        ealias               0.16561668098327084  3.600448275180944e-05   0.16564457202114583  1.5529495443213795e-05  2.7891037874983038e-05   0.016840717800521765%
bs                    ealias               0.3845382507967083   0.0008440365751545046   0.3846033441348125   0.0007149672487168321   6.509333810422735e-05    0.0169276627147919%
ud                    emutls               0.18456185471468753  2.923762523751025e-05   0.18459676099835412  2.3840101883825092e-05  3.490628366659143e-05    0.018913054228108368%
2dfir                 emutls               0.2432987623315834   4.753638793014022e-05   0.243345795158       5.310226965277938e-05   4.703282641660422e-05    0.019331305250334493%
statemate             profile              0.2854483682614166   3.0009092050776073e-05  0.28550497437668754  4.4071670999029044e-05  5.660611527091852e-05    0.019830596901180407%
ndes                  cdtor                0.21650769918427085  0.00037588637353683154  0.21655272579987503  0.0003672400661838622   4.502661560418231e-05    0.02079677340520806%
jfdctint              early_optimizations  0.29064594740720834  5.214487016299768e-05   0.2907103050282499   5.217019249352656e-05   6.435762104156639e-05    0.02214296177727137%
sglib-listinsertsort  inline_param         0.20869035854700005  0.00011079873433896078  0.20873692792397225  0.00011579215329546308  4.656937697219976e-05    0.022315059160584877%
nettle-des            profile              0.3657649107571874   0.0002980707034262963   0.36585290912597923  0.0005004246832778948   8.799836879180845e-05    0.024058723569092184%
aha-compress          copyprop             0.17018472408139584  1.8401235906565884e-05  0.17022872343283332  2.2859838632243537e-05  4.399935143747924e-05    0.02585387829311593%
cover                 cp                   0.2670217752833333   0.00024958799837379033  0.2670912271128542   0.00018325248041572913  6.945182952089457e-05    0.026009799930061934%
cover                 emutls               0.26702109545762504  0.00023007307292472742  0.26709190693856244  0.00020276730848136623  7.081148093740497e-05    0.026519058659409334%
crc                   profile              0.27722146846737505  0.00021692812298278806  0.2772986329466666   0.0001696805188126937   7.716447929156933e-05    0.02783495799159237%
bubblesort            switchconv           0.34263404019631255  5.161764897244325e-05   0.34273168589439584  7.755286556215986e-05   9.764569808329293e-05    0.028498539732755894%
bubblesort            profile              0.3426326873602916   6.003005794487681e-05   0.34273303873041666  6.914018303306328e-05   0.00010035137012504025   0.029288323568357293%
janne_complex         einline              0.32073477781835413  0.00011140551775869895  0.3208320314416458   7.392006534041107e-05   9.725362329165987e-05    0.030322132184473858%
ud                    profile              0.18455025014697912  2.929331677198413e-05   0.18460836556606244  2.3783307905115063e-05  5.8115419083321074e-05   0.031490295481602926%
tarai                 profile              0.24895616504225007  3.879365221788182e-05   0.24903666022772916  7.984870951813413e-05   8.049518547909029e-05    0.0323330757707605%
ctl-stack             ealias               0.11783377042950001  1.035703760262624e-05   0.11787386848781245  1.0792774914209707e-05  4.009805831244051e-05    0.034029343342137384%
mergesort             emutls               0.29438410384275004  0.00018806415984307936  0.29448470298206253  0.00014425407294931075  0.00010059913931248499   0.034172748460026096%
sglib-arrayheapsort   tailr                0.10056211417708126  8.348009188943658e-05   0.10060111686539165  8.828802278477457e-05   3.900268831039111e-05    0.03878467415841191%
nbody                 cdtor                0.3042214052324167   6.962625520658618e-05   0.3043402008572083   0.00010589421239286485  0.00011879562479161221   0.03904906845751227%
edn                   ealias               0.2946055838956458   8.393214664197385e-05   0.2947210656349583   7.758202774425636e-05   0.00011548173931252848   0.039198761199799266%
sglib-dllist          mergephi             0.19931143612372917  3.407834344985193e-05   0.19939116464679163  3.6848218555947e-05     7.972852306245559e-05    0.04000198112714489%
nettle-des            cp                   0.36573478120127084  0.00027709097603249974  0.3658830386818958   0.0005213971409350185   0.00014825748062496924   0.04053688307631324%
aha-mont64            whole-program        0.2159426230478958   0.0014679829804217707   0.21603455327416668  0.0014492418230371122   9.193022627088099e-05    0.04257159840579087%
fac                   inline_param         0.3760924145877083   0.008430066288713584    0.37625434284049997  0.009898684165413311    0.00016192825279165435   0.04305544236226311%
minver                emutls               0.30088786968791664  9.337378935897277e-05   0.3010261784447917   7.762211705189179e-05   0.00013830875687503852   0.04596687696931535%
prime                 emutls               0.22517370455404165  3.2937431941922625e-05  0.22528245939322908  2.9606909086856e-05     0.00010875483918743045   0.048298196897732924%
aha-compress          profile_estimate     0.1701447205257083   2.3426045057715072e-05  0.17022739150091667  1.9723871954989973e-05  8.267097520836542e-05    0.0485886220582872%
nettle-md5            emutls               0.24211195805958327  2.929922828796069e-05   0.2422315132196875   2.9885877422356416e-05  0.00011955516010422884   0.04938011367237241%
st                    emutls               0.3394720150142709   0.00022771704891019876  0.3396398374838125   0.0001488323614614036   0.00016782246954161195   0.049436319378066244%
insertsort            emutls               0.38988974475414584  0.00014445870957675386  0.39008387962652086  0.00010489044579250844  0.00019413487237501803   0.04979224895936525%
prime                 ealias               0.22517175294543748  3.696454991017975e-05   0.22528441100183325  2.55793498134291e-05    0.00011265805639576465   0.05003205549634967%
sglib-dllist          profile              0.19930006252375     3.559250520942878e-05   0.19940253824677082  3.5331940386283896e-05  0.00010247572302082841   0.051417807763415375%
ctl-stack             cp                   0.11782282187529165  1.391432820407217e-05   0.11788481704202085  7.23434275714641e-06    6.199516672919514e-05    0.05261728223994947%
cnt                   fre                  0.182329544173625    2.7870265057117604e-05  0.18242622604368752  2.0916136679101984e-05  9.668187006250939e-05    0.053025893582250815%
bubblesort            ealias               0.3425916611067083   7.212945446947472e-05   0.34277406498400004  5.702893930320665e-05   0.0001824038772917369    0.05324235759343917%
fft                   cp                   0.45112605154658336  0.0008139889889847764   0.4513761513285417   0.001354574259013874    0.00025009978195833504   0.05543900227019137%
ludcmp                profile              0.3004916639117499   5.303662699018768e-05   0.3006584369115      5.5990021107505986e-05  0.00016677299975009774   0.05550004202415298%
cover                 profile              0.26698129518664576  0.0002507050701419148   0.26713170720954166  0.00018212631917355796  0.00015041202289589606   0.05633803776056428%
nettle-arcfour        profile              0.1988576624498958   3.0856380929867894e-05  0.19897235021399995  2.9384082707231026e-05  0.00011468776410414327   0.057673293898363114%
sqrt                  emutls               0.36686182763968755  9.121350676406445e-05   0.3670824418340417   7.788488268664451e-05   0.00022061419435415175   0.06013549999833382%
ctl-vector            cdtor                0.1172798663674375   0.00012756476629357315  0.11735347901089582  0.00011833509055356731  7.361264345832896e-05    0.0627666501833322%
minver                profile              0.30086232083827086  9.865228735822977e-05   0.30105172729443747  7.233506816238321e-05   0.00018940645616660756   0.06295452871561918%
newlib-sqrt           profile              0.1956181489584792   2.7590992226074983e-05  0.1957423548823334   3.02129266781825e-05    0.0001242059238542037    0.0634940697044255%
bs                    switchconv           0.38444773943137506  0.0008209692343171124   0.38469385550014573  0.0007380058222470031   0.00024611606877067427   0.06401808192049642%
dijkstra              cp                   0.2037676345980625   2.2214601826961094e-05  0.2039019466234583   2.0935049847937313e-05  0.00013431202539582188   0.06591430756938225%
cnt                   cdtor                0.18231744314456252  2.729411051009913e-05   0.18243832707274998  2.1489602439688834e-05  0.00012088392818745963   0.0663040936196153%
tarai                 emutls               0.24890794893529167  5.608181036776955e-05   0.24908487633468757  6.254787537006514e-05   0.00017692739939589863   0.0710814580862961%
fdct                  esra                 0.1810414001295417   1.6109792837368153e-05  0.18117438471833333  1.9790307931348015e-05  0.00013298458879162922   0.07345534706231498%
2dfir                 fre                  0.24323205298285425  4.8589240840157406e-05  0.24341250450672913  5.20339185304857e-05    0.00018045152387488606   0.0741890395044301%
fdct                  switchconv           0.1810398048767916   1.8134325740473846e-05  0.18117597997108328  1.776533651482142e-05   0.00013617509429167396   0.0752183169797102%
sglib-rbtree          emutls               0.17560352974629165  2.9884876816549973e-05  0.17573692189858336  2.3183976967105107e-05  0.00013339215229171697   0.07596211333817673%
nettle-des            ealias               0.36566491294104164  0.000366107790751083    0.365952906942125    0.0004323491975709379   0.00028799400108336926   0.07875899242479528%
st                    ealias               0.3394215467529375   0.00019030877527976926  0.3396903057451459   0.00018621813278650042  0.0002687589922084066    0.07918147647946296%
bs                    cp                   0.38441277833393755  0.0006701207349491669   0.3847288165975833   0.000888834249922294    0.00031603826364573484   0.08221325654559639%
sglib-dllist          switchconv           0.19926916733770836  3.7740440386900444e-05  0.19943343343281253  3.3175588829480075e-05  0.00016426609510417078   0.08243427585853427%
tarai                 eipa_sra             0.24889324572756255  7.131632471480376e-05   0.24909957954241668  4.7307605956565245e-05  0.0002063338148541316    0.08290052799583951%
duff                  switchconv           0.38906794055787497  0.00020042752123881707  0.38939469289824996  0.00017638858100054637  0.0003267523403749917    0.08398336288167808%
insertsort            ealias               0.38982278319366664  0.00014349164606786692  0.39015084118700005  0.00010582179847672247  0.00032805799333340824   0.08415567470063103%
ctl-vector            cddce                0.11726701928720833  0.00011674247332417868  0.117366326091125    0.00012915511474677777  9.930680391667668e-05    0.08468434221343701%
lms                   emutls               0.19805944751441654  4.4831064469715e-05     0.198227397548       2.3062034237911382e-05  0.00016795003358346938   0.08479778959862265%
prime                 profile              0.2251308692917916   2.93484112469088e-05    0.2253252946554791   3.318266666340262e-05   0.00019442536368749486   0.08636104160176301%
stb_perlin            profile              0.2360546699590834   7.168371518168874e-05   0.23626407556095833  7.989576211508798e-05   0.00020940560187493462   0.08871063720587778%
ud                    ealias               0.1844974205671042   3.0511116448948337e-05  0.18466119514593748  2.2553536460966096e-05  0.00016377457883329227   0.08876795042981386%
insertsort            copyprop             0.389812175214521    9.60149964214395e-05    0.39016144916614576  0.00015329111012504234  0.00034927395162476227   0.08960057531105851%
statemate             switchconv           0.28534660631841663  3.003431082447041e-05   0.2856067363196875   4.401353476221551e-05   0.00026013000127089736   0.09116281585652355%
sqrt                  profile              0.3668046351776875   8.092328764577142e-05   0.3671396342960418   8.81426488075516e-05    0.0003349991183542733    0.0913290308319013%
fac                   ealias               0.37604145327658317  0.009977338429559345    0.37638626827802085  0.00910129388578481     0.0003448150014376816    0.0916960080951676%
st                    profile              0.3393964250898542   0.00014049754684191773  0.3397154274082292   0.0002360142815222741   0.0003190023183750057    0.09399106613764444%
fdct                  inline_param         0.18097956872737497  2.1917470358270345e-05  0.18115066698945836  1.6663386090631067e-05  0.00017109826208339118   0.0945400982478476%
bs                    profile              0.38438733087527077  0.0006764988081902212   0.38475426405624996  0.0008824384270087896   0.0003669331809791898    0.09545922862329075%
fdct                  emutls               0.18102094512006248  2.1553042914166817e-05  0.18119483972781245  1.4340647079869294e-05  0.00017389460774996923   0.09606325258915939%
edn                   inline_param         0.29445066011304166  0.0001132985528225074   0.2947342129827221   7.019960994179755e-05   0.000283552869680459     0.09629894175533554%
cnt                   switchconv           0.1822896963855625   2.5090265102389173e-05  0.18246607383174998  2.3685024317477286e-05  0.0001763774461874812    0.09675667340759829%
ludcmp                ealias               0.30042826801629163  6.134711362871102e-05   0.3007218328069583   4.764973001645149e-05   0.0002935647906666672    0.09771543556971402%
dijkstra              profile              0.2037337550275209   2.362778658243338e-05   0.20393582619399994  1.9510226095278816e-05  0.00020207116647905088   0.09918394055602352%
expint                cp                   0.20657974358627082  2.703547864253044e-05   0.20678605233262493  3.527279952559707e-05   0.0002063087463541058    0.0998688171320864%
sglib-hashtable       profile              0.16667305329672913  5.586710562106899e-05   0.16683981785439583  6.038740846094961e-05   0.00016676455766670428   0.1000549005182093%
dijkstra              profile_estimate     0.20367992883175     2.7980516646799757e-05  0.20388641120376383  1.9495031967164344e-05  0.00020648237201381647   0.1013759054208927%
nettle-md5            esra                 0.2420460920026459   2.4418369490488508e-05  0.24229737927662495  3.4741790590336014e-05  0.0002512872739790506    0.10381794306197833%
fasta                 eipa_sra             0.3911058442191875   0.01884070493671124     0.39151816408727075  0.018750577660594157    0.00041231986808326626   0.10542411323625986%
sglib-arrayquicksort  emutls               0.10372399870798543  1.540610486869288e-05   0.10383441031635204  1.1988031650818623e-05  0.00011041160836661179   0.1064475046680894%
dijkstra              switchconv           0.20372601560464584  1.9096664017096477e-05  0.203943565616875    2.403803193644619e-05   0.00021755001222914516   0.10678558238302092%
sglib-arraybinsearch  mergephi             0.3494871703455416   0.0001466506395023006   0.34986397618989584  0.00020168239891806033  0.00037680584435423325   0.10781678880563236%
statemate             esra                 0.28532219011002086  2.795056952070089e-05   0.2856311525280833   4.608308534689711e-05   0.00030896241806244173   0.10828545019344804%
newlib-sqrt           emutls               0.19557226533420843  3.0799701990135415e-05  0.19578823850660412  2.6988276165352247e-05  0.00021597317239568925   0.1104313906814027%
crc32                 emutls               0.3390017098891667   8.536914669811212e-05   0.3393825201472917   6.270435178419115e-05   0.00038081025812497504   0.11233284287842596%
cover                 switchconv           0.26690560867131247  0.00022239820631467886  0.267207393724875    0.00021039822958364226  0.00030178505356254215   0.11306808240743373%
lcdnum                cdtor                0.41595259462579176  0.003924210844622148    0.41643239771085416  0.004091950019431674    0.00047980308506240243   0.11535042484686345%
select                inline               0.08485252339098331  0.0009126502942239918   0.08495271569760622  0.0013145171449136898   0.00010019230662290657   0.11807816976902458%
levenshtein           whole-program        0.4747256718389791   0.0011444333954538724   0.4753023058714374   0.0008063771635937419   0.0005766340324582786    0.12146678948802783%
statemate             cp                   0.28530304481506247  2.9380054813694443e-05  0.2856502978230417   4.4640769308826684e-05  0.0003472530079792202    0.12171374063123462%
bubblesort            emutls               0.3424740435806459   7.386368114667175e-05   0.34289168251006247  5.522263546809646e-05   0.0004176389294165417    0.12194761537254893%
aha-compress          switchconv           0.17010101937581248  1.820179885471172e-05   0.17031242813841674  2.30374419537255e-05    0.00021140876260425379   0.12428424202278181%
sglib-arraybinsearch  switchconv           0.3494472705457708   0.00021602764778517016  0.3499038759896666   0.00013227143018222604  0.0004566054438958078    0.13066504802932818%
nbody                 ealias               0.304081825903       0.00010811616968007281  0.304479780186625    6.733063568377695e-05   0.00039795428362504603   0.13087078862516127%
sglib-queue           tailr                0.19729211846624997  6.515573744054225e-05   0.19755416780847912  6.308371744128813e-05   0.0002620493422291481    0.13282301607703398%
statemate             early_optimizations  0.28528626335641666  3.629757020174485e-05   0.2856670792816875   3.771077590338596e-05   0.00038081592527083874   0.13348554563774212%
mergesort             eipa_sra             0.2942375063935417   0.00019069128927827564  0.2946313004312709   0.00014155292467633374  0.0003937940377292115    0.13383543198007983%
sha                   inline_param         0.6901083470525414   0.0008882840610355165   0.6910403195948889   0.0004362046599754486   0.0009319725423474479    0.13504727863789945%
ctl-stack             ccp                  0.11777409160695833  9.176574239769091e-06   0.11793354731035417  1.1961075757714498e-05  0.00015945570339584436   0.13539115540622298%
crc32                 ealias               0.3389619709284583   8.688301150981934e-05   0.33942225910800006  6.115635143774393e-05   0.0004602881795417457    0.1357934573843078%
janne_complex         ealias               0.3205624184737708   0.00010754098782765895  0.32100439078622917  7.768967718239415e-05   0.00044197231245834967   0.13787402608285254%
insertsort            switchconv           0.3897166744172291   0.00011896439398851334  0.39025694996343757  0.00013025495236773177  0.0005402755462084463    0.1386329047932985%
strstr                mergephi             0.22982214122685418  8.228461782103213e-05   0.23014168861700005  4.161645043264197e-05   0.0003195473901458634    0.13904116828780336%
aha-mont64            devirt               0.21583805413518753  0.0014082180713617287   0.21613912218687495  0.0015089647623242632   0.0003010680516874198    0.13948793825710154%
sglib-dllist          copyprop             0.19921205998820832  3.0441643720593985e-05  0.19949054078231251  4.044856343484147e-05   0.0002784807941041967    0.13979113218380473%
levenshtein           cp                   0.47468034926381253  0.001151631605723026    0.475347628446604    0.0007991213764563006   0.0006672791827914692    0.14057442736493317%
sglib-listsort        emutls               0.16551395853479167  2.777215486261403e-05   0.165747294469625    2.3734418524669213e-05  0.00023333593483332304   0.1409765900706646%
ctl-string            switchconv           0.29253388496466676  8.78868946669205e-05    0.29295313603847917  7.372583943754785e-05   0.00041925107381241      0.14331709773144694%
sglib-listsort        profile              0.16551150846487503  3.169359478680665e-05   0.16574974453954164  1.9811798633435897e-05  0.000238236074666609     0.14393928064353761%
nettle-md5            switchconv           0.2419970578582292   2.281297257500432e-05   0.24234641342104157  3.6317108859758486e-05  0.0003493555628123757    0.1443635579309568%
dtoa                  profile              0.18133207883266667  0.00013482268586685302  0.18159596758531252  7.927046933723389e-05   0.0002638887526458522    0.14552789244167266%
sglib-hashtable       emutls               0.1666340559899375   7.156306076817839e-05   0.1668788151611875   4.4675063543176073e-05  0.00024475917124999746   0.14688424271733366%
sglib-listsort        switchconv           0.165509046018625    2.4518723631829708e-05  0.16575220698579166  2.6985459152490703e-05  0.0002431609671666446    0.14691702539284848%
sha                   emutls               0.6902920822283543   0.000582765139549059    0.6913225706902498   0.0005106649203987225   0.0010304884618955734    0.14928296128922994%
newlib-mod            esra                 0.1827825048631667   0.00016046451292966099  0.18305610774789582  0.00010751986857438571  0.00027360288472913497   0.14968767658259063%
sglib-arrayquicksort  switchconv           0.10370131229537288  1.4100038364456847e-05  0.10385709672896458  1.3287930631741962e-05  0.00015578443359169636   0.15022416799121588%
sglib-listinsertsort  profile              0.208567503575375    0.0001051531446188815   0.2088830675840833   0.0001239375548502984   0.0003155640087082745    0.15130065964194256%
recursion             copyprop             0.5412703046909374   0.00926329289219227     0.5421001966205835   0.008781494534322812    0.0008298919296461094    0.15332301115613084%
sglib-arraybinsearch  profile              0.3494047178642082   8.169667542817827e-05   0.3499464286712292   0.00026655901765391694  0.0005417108070210341    0.15503820621894504%
crc                   release_ssa          0.27704094017172926  0.00020242351485879787  0.2774791612423125   0.00018409010565165982  0.00043822107058322235   0.15817917391977607%
sglib-listinsertsort  emutls               0.20855973014087503  0.00011275719314891532  0.20889084101858332  0.00011632837248039488  0.0003311108777082905    0.1587606953099893%
statemate             forwprop             0.2852478592128958   4.623932839804459e-05   0.28570548342520835  2.7736133034360407e-05  0.00045762421231254624   0.16043037573543953%
mergesort             cp                   0.2941936737114792   0.00011973577109179941  0.2946751331133334   0.00021246926188673356  0.00048145940185417846   0.16365389363414864%
sglib-arrayheapsort   switchconv           0.10049903280779791  9.7160141249619e-05     0.100664198234675    7.459482019469937e-05   0.00016516542687708413   0.16434528996210263%
slre                  copyrename           0.25957684923958335  0.00015232797898091013  0.26000378481470837  9.775470515392355e-05   0.00042693557512502034   0.16447367181461117%
cnt                   cp                   0.18222776347304168  2.088575520505706e-05   0.18252800674427083  2.7859387652224843e-05  0.00030024327122915584   0.16476263852822465%
ndes                  cp                   0.21635119772252087  0.0003537915773361753   0.216709227261625    0.0003892704414033653   0.00035802953910413216   0.1654853510740992%
slre                  release_ssa          0.2595753444300417   0.00014797314877400237  0.26000528962425     0.00010210821848352975  0.00042994519420830324   0.16563406480393905%
st                    switchconv           0.3392749308342084   0.00021803284881881125  0.339836921663875    0.00015836966658529526  0.0005619908296666254    0.1656446670801181%
janne_complex         switchconv           0.32051183804925     9.388117853556711e-05   0.32105497121075005  9.129859927135002e-05   0.0005431331615000645    0.1694580658255145%
mergesort             profile              0.2941818577430418   0.00012819530717672864  0.2946869490817709   0.0002039978207269999   0.0005050913387291134    0.1716935716580776%
sglib-arrayheapsort   profile              0.10049489606473126  8.527799241199372e-05   0.10066833497774165  8.647553851063404e-05   0.0001734389130103875    0.1725847976385499%
nettle-md5            profile              0.2419623187401874   2.85200870455115e-05    0.2423811525390833   3.058274037640223e-05   0.0004188337988959012    0.17309877053444575%
cnt                   profile_estimate     0.1821411030639167   3.48917776392451e-05    0.18245681245690273  2.097014407804085e-05   0.00031570939298602996   0.17333231636092686%
minver                ealias               0.3006913473306249   9.840363464102058e-05   0.3012227008020834   7.245786809355333e-05   0.0005313534714584955    0.17671059582377882%
bs                    cdtor                0.3842272216712291   0.0006919709892522395   0.3849143732602916   0.0008667938864504069   0.0006871515890625179    0.17883990261639804%
minver                switchconv           0.30068552835243745  8.79075427662316e-05    0.30122851978027093  8.294757536626416e-05   0.0005429914278334835    0.1805844899848443%
nettle-arcfour        copyprop             0.19873545169074994  2.143465589293235e-05   0.19909456097314582  3.8746672666651185e-05  0.0003591092823958808    0.18069714252829275%
recursion             devirt               0.5411954630126459   0.008374705954189867    0.542175038298875    0.009669943167409555    0.0009795752862291618    0.18100212458844514%
sqrt                  ealias               0.36663967289375005  9.939925882069196e-05   0.36730459657997927  6.949821851814058e-05   0.000664923686229224     0.1813561748463361%
sglib-arrayquicksort  inline_param         0.10363780997220416  2.214796094725533e-05   0.10382633602549028  1.0954565277163967e-05  0.00018852605328611993   0.1819085653553302%
ctl-string            ealias               0.2924759131159583   9.183748519009608e-05   0.2930111078871876   6.97187406691341e-05    0.0005351947712293192    0.18298764008546917%
ndes                  profile              0.2163316769615      0.00037262695485676807  0.21672874802264586  0.0003704200101244431   0.000397071061145865     0.18354735040330258%
dtoa                  forwprop             0.18129585573374998  8.267790422257737e-05   0.1816321906842292   0.00013139304642399078  0.0003363349504792168    0.1855171752922782%
sglib-rbtree          copyprop             0.17550460284722913  1.4690480847138128e-05  0.17583584879764588  3.8331429746708694e-05  0.0003312459504167531    0.18873918121970373%
crc                   whole-program        0.27699629048708335  0.00019472665303644409  0.2775238109269584   0.00019174292997216707  0.0005275204398750288    0.19044314237833726%
edn                   switchconv           0.2943824949179583   6.546703459909766e-05   0.29494415461264584  9.589286289495117e-05   0.0005616596946875219    0.19079249085243716%
nbody                 copyprop             0.3039876294338542   9.679604851749879e-05   0.30457397665577085  7.855606640237108e-05   0.0005863472219166388    0.19288522464175611%
sglib-hashtable       switchconv           0.16659363623641665  6.639721657622464e-05   0.1669192349147083   4.981736350667317e-05   0.00032559867829165534   0.19544484750281288%
edn                   emutls               0.29437556079843746  8.952715713378595e-05   0.29495108873216663  7.182468719096956e-05   0.0005755279337291697    0.19550805514158856%
fft                   inline_param         0.45058945181775     0.0011043089549583342   0.4514716513108332   0.0010776177313027698   0.0008821994930832133    0.19578787064905298%
recursion             profile_estimate     0.540854885684625    0.009080057746413956    0.5419620389794721   0.009003635858900228    0.0011071532948471186    0.2047043161023981%
cnt                   copyprop             0.18218862162847924  2.0704243854145674e-05  0.18256714858883327  2.8013765400857123e-05  0.00037852696035403643   0.20776652074679625%
slre                  forwprop             0.2595180651087709   0.00013618941884079903  0.2600625689455209   0.00011383494506785855  0.0005445038367499766    0.20981346193443629%
newlib-exp            emutls               0.2378391725716875   4.394934236285699e-05   0.23834104734954165  3.322208770052989e-05   0.0005018747778541555    0.2110143473959844%
ud                    fre                  0.18438439307825005  2.517552905644169e-05   0.1847742226347916   2.7825220038758822e-05  0.0003898295565415433    0.21142220880706822%
nettle-arcfour        emutls               0.19870455841375     3.486215959927414e-05   0.19912545425014583  2.5294559345811095e-05  0.0004208958363958182    0.21181991986284143%
sglib-arrayheapsort   emutls               0.1004735104044875   8.698822178492029e-05   0.10068972063798541  8.475679893761062e-05   0.0002162102334979099    0.21519128039568647%
sglib-arraybinsearch  emutls               0.34929715783289583  0.0001985138405581551   0.3500539887025416   0.0001495992096132308   0.0007568308696457859    0.21667249580308773%
dtoa                  emutls               0.18126710365999998  0.00013434036839354068  0.18166094275797917  7.970914155369988e-05   0.00039383909797918726   0.2172700341248379%
tarai                 tmipa                0.2487244589630834   5.186808252422818e-05   0.24926836630689578  6.662652309752337e-05   0.0005439073438123776    0.21867867200511484%
qurt                  switchconv           0.2931531615215      4.5327323297120264e-05  0.2938023647356875   5.589772681755438e-05   0.0006492032141874882    0.22145530030037736%
fasta                 fre                  0.3908784838184583   0.018421246314374782    0.391745524488       0.019169739218156647    0.0008670406695416855    0.22181846927762297%
ctl-vector            cp                   0.11718325232158334  0.00010805408679524042  0.11745009305674993  0.00013781217763147427  0.0002668407351665847    0.22771234786546093%
sha                   switchconv           0.690019686912625    0.0005696307370790667   0.691594966005979    0.0005230744218890424   0.0015752790933539762    0.22829480422541173%
slre                  profile              0.2594936797924792   0.00013559275270507077  0.26008695426181255  0.00011440327579879     0.000593274469333327     0.2286277144814382%
sglib-listsort        eipa_sra             0.1654414451356667   2.2826485155336144e-05  0.16581980786874997  2.8634788130176007e-05  0.0003783627330832817    0.22869888060577173%
ud                    switchconv           0.18436707229562502  2.7153914171746395e-05  0.18479154341741666  2.5832430506391162e-05  0.0004244711217916419    0.23023152480884435%
recursion             switchconv           0.5410533097618334   0.009149858859016919    0.5423171915496875   0.008894464562446866    0.001263881787854082     0.23359653569265307%
newlib-sqrt           forwprop             0.19545106133835422  3.661618606236988e-05   0.19590944250245843  2.1088318622269734e-05  0.00045838116410421015   0.2345247761590231%
sglib-rbtree          switchconv           0.17546263944124998  3.116236627652729e-05   0.17587781220362506  2.182755561453624e-05   0.00041517276237507117   0.2366160475512983%
crc                   esra                 0.27693043045702087  0.00021776529593207794  0.27758967095702086  0.00016862446398426724  0.0006592404999999912    0.23805274808985075%
