benchmark             pass                 MDE                  DV                      MEE                  EV                      delta                    delta %
dtoa                  cp                   0.18201416917477087  0.00010071872234328445  0.1809138772432083   0.00011279179197864659  -0.0011002919315625803   -0.6045089437548539%
nettle-md5            local-pure-const     0.24289816449031246  1.9371524835274614e-05  0.24144530678895829  3.874302662955657e-05   -0.001452857701354171    -0.5981344916305925%
stb_perlin            ccp                  0.2368662576990209   8.621786709535413e-05   0.23545248782102082  6.436336616984293e-05   -0.0014137698780000707   -0.5968641932091937%
bubblesort            copyprop             0.34370487283818746  4.381678554081679e-05   0.3416608532525209   8.322514275502815e-05   -0.002044019585666579    -0.5947019513537364%
2dfir                 profile_estimate     0.24439544647004163  4.595345167187691e-05   0.24296455616970838  5.121530367743272e-05   -0.0014308903003332485   -0.5854815713633393%
ludcmp                ccp                  0.30144445922029167  4.901324433338586e-05   0.29970564160295826  5.8483698161123236e-05  -0.0017388176173334102   -0.5768285215229997%
fdct                  local-pure-const     0.18162908564404165  1.403377663877764e-05   0.18058669920383333  2.132051072234325e-05   -0.0010423864402083205   -0.5739094245352305%
dtoa                  cdtor                0.1819822922596042   8.96743328331498e-05    0.180945754158375    0.00012390574630547648  -0.0010365381012291952   -0.5695818468703191%
sglib-rbtree          einline              0.17616927387837503  3.175071111602495e-05   0.1751711777665      2.0818532940525244e-05  -0.0009980961118750131   -0.5665551602171476%
sglib-arraybinsearch  tailr                0.3506270428359583   0.00018344684504960105  0.34872410369947904  0.00016310958330464687  -0.0019029391364792647   -0.542724577399342%
newlib-exp            local-pure-const     0.2387332955492083   3.9865176507877974e-05  0.23744692437202083  3.6589893123413955e-05  -0.0012863711771874675   -0.5388319104078708%
newlib-exp            devirt               0.2387309182012083   3.337059556011812e-05   0.23744930172002085  4.309070896512141e-05   -0.0012816164811874364   -0.5368456213565344%
prime                 devirt               0.22582980049012494  2.7289589735322807e-05  0.22462636345714582  3.452125355185636e-05   -0.001203437032979121    -0.5328955834736013%
sglib-rbtree          profile_estimate     0.17637327618995835  3.0064157293315145e-05  0.17543587569993047  2.5174233789575965e-05  -0.0009374004900278843   -0.5314866913388177%
nbody                 ccp                  0.30509008439108337  7.129852170828598e-05   0.30347152169854164  0.00010289140999879837  -0.0016185626925417362   -0.5305195990791238%
statemate             local-pure-const     0.2862314579957708   3.264069212183099e-05   0.2847218846423334   4.027805860944351e-05   -0.0015095733534374323   -0.5273960325701645%
qurt                  devirt               0.2942528395823749   4.472444643485245e-05   0.29270268667481253  5.5488769182709105e-05  -0.0015501529075623854   -0.5268098380163384%
duff                  tailr                0.39025722353770836  0.00012531852146526032  0.3882054099184166   0.00024940234398957366  -0.0020518136192917424   -0.5257592929842302%
fasta                 copyprop             0.3923419267767707   0.019340740506955924    0.39028208152968746  0.018248462283659263    -0.0020598452470832473   -0.5250127775039525%
newlib-mod            ccp                  0.18339788456979167  0.00012914499887371454  0.18244072804127076  0.00013840978769506855  -0.0009571565285209083   -0.5219016188579124%
statemate             fre                  0.28622004858260414  3.4907688718806035e-05  0.2847332940555      3.804597572423552e-05   -0.0014867545271041172   -0.5194445792552629%
fac                   cdtor                0.37719137294402083  0.010026661904034149    0.37523634861058325  0.009050079403943655    -0.0019550243334375828   -0.5183109884455732%
sglib-rbtree          esra                 0.17612455257152085  2.41179951874406e-05    0.1752158990733542   2.853833550850169e-05   -0.0009086534981666561   -0.5159152911390188%
nettle-arcfour        devirt               0.1994283204263958   2.3173840897792766e-05  0.19840169223750004  3.6535144192071947e-05  -0.0010266281888957618   -0.514785556384739%
expint                fre                  0.20721030325991652  2.5838346073156835e-05  0.20615549265897914  3.5923517403041535e-05  -0.0010548106009373726   -0.5090531620979577%
nettle-des            devirt               0.3667408488820416   0.0004708665829601866   0.36487697100112504  0.00032585877972252705  -0.0018638778809165757   -0.5082275090430607%
cnt                   tailr                0.18284115676227086  2.91179712266772e-05    0.18191461345504165  1.923482959915648e-05   -0.0009265433072292162   -0.5067476730274153%
recursion             esra                 0.5430564505869376   0.009638406268695833    0.5403140507245834   0.008402892458385982    -0.00274239986235425     -0.5049935157551767%
bubblesort            early_optimizations  0.3435497168989583   6.12274440614372e-05    0.3418160091917501   6.641309205698923e-05   -0.0017337077072082097   -0.5046453604612086%
lms                   copyprop             0.19864389085364584  2.0358491173249107e-05  0.1976429542087708   4.7037415898663406e-05  -0.00100093664487505     -0.5038849372984275%
nettle-md5            copyprop             0.2427702759405208   2.1708720326843864e-05  0.24157319533874996  3.6751938474114034e-05  -0.0011970806017708446   -0.49309191462307833%
strstr                early_optimizations  0.230546586321375    5.552238739187743e-05   0.2294172435224792   6.777954658628917e-05   -0.001129342798895816    -0.48985448750975913%
jfdctint              fre                  0.29139122892481245  4.68046144439249e-05    0.28996502351064574  5.647389332918887e-05   -0.0014262054141667146   -0.4894469265355677%
lms                   ccp                  0.19862737528883326  4.087788433360787e-05   0.1976594697735833   2.6551231119888775e-05  -0.000967905515249945    -0.48729713809210273%
fasta                 esra                 0.3922663122556458   0.019263828111019943    0.39035769605081244  0.018325681137446096    -0.0019086162048333466   -0.48656133478764624%
levenshtein           emutls               0.4761688690892292   0.0010739205375401286   0.47385910862118724  0.0008743355602586323   -0.0023097604680419326   -0.4850717083751872%
tarai                 devirt               0.24959638813220839  6.577908354555023e-05   0.24839643713777082  5.213132776621063e-05   -0.0011999509944375653   -0.48075655397784234%
expint                devirt               0.20717936579145826  2.1530460469457495e-05  0.20618643012743745  4.029610300893609e-05   -0.000992935664020811    -0.47926378200243935%
sglib-queue           ccp                  0.19789645835389583  7.239718569668527e-05   0.1969498279208333   5.5419746979679276e-05  -0.0009466304330625341   -0.478346323595992%
sglib-arrayquicksort  devirt               0.10402775984329164  1.1160083369048957e-05  0.10353064918104582  1.6114089769735887e-05  -0.0004971106622458227   -0.4778634693226834%
newlib-mod            tmipa                0.18335735784129167  0.00013700884773101477  0.18248125476977084  0.00013062181561810624  -0.000876103071520834    -0.47781178886705%
ud                    devirt               0.18501868089027082  2.0282689209045934e-05  0.1841399348227708   3.2401347936541e-05     -0.0008787460675000192   -0.4749499149338211%
jfdctint              copyprop             0.2913638208156874   4.020382149600394e-05   0.2899924316197709   6.31529944762867e-05    -0.0013713891959165059   -0.47067930125203394%
recursion             ccp                  0.5429617165074792   0.009325398351333856    0.5404087848040418   0.008716412697478658    -0.0025529317034374      -0.47018631808127376%
fft                   tailr                0.45231258943664576  0.0011666981697214405   0.4501896134384793   0.0009995955580110712   -0.0021229759981664653   -0.4693603600135532%
bs                    ccp                  0.3854687995654374   0.0008577877183956548   0.3836727953660834   0.0006995711383566523   -0.0017960041993539955   -0.46592725568936866%
duff                  ccp                  0.3901283322981666   0.00016395435655854211  0.3883343011579583   0.00021127275131141025  -0.0017940311402083187   -0.4598566655336325%
sglib-hashtable       devirt               0.16713976491587493  5.3429352768365876e-05  0.16637310623525003  6.253922678690348e-05   -0.0007666586806248932   -0.4586931667701992%
crc32                 devirt               0.33996310791352086  6.128845425629076e-05   0.33842112212293746  8.564494019588433e-05   -0.0015419857905834      -0.453574448135604%
2dfir                 ccp                  0.2438720869153125   5.0213186099130425e-05  0.24277247057427087  4.9809159648525245e-05  -0.001099616341041637    -0.45089881131967835%
levenshtein           switchconv           0.4760863891290415   0.0010186528867612721   0.4739415885813749   0.0009299784403296364   -0.002144800547666581    -0.4505065880144791%
strstr                esra                 0.2304991417058959   7.429183522716287e-05   0.2294646881379584   4.9114943503275675e-05  -0.0010344535679374933   -0.44878846848696674%
sglib-arrayheapsort   ccp                  0.10080748193260418  9.4335465815841e-05     0.10035574910986873  7.732922349661299e-05   -0.00045173282273544557  -0.4481143800789072%
nettle-md5            ccp                  0.24270878298324997  2.350864818288616e-05   0.24163468829602078  3.509464341977491e-05   -0.0010740946872291879   -0.4425446306585923%
newlib-mod            eipa_sra             0.18331797606845832  0.0001279339112946541   0.18252063654260417  0.00013976405738507405  -0.000797339525854146    -0.4349489029686796%
newlib-mod            devirt               0.18331676190639581  0.0001300297289126184   0.18252185070466664  0.0001376702141505249   -0.0007949112017291704   -0.43362712359880307%
sglib-listinsertsort  ccp                  0.20917649962887494  0.00012964349153537648  0.2082740715305834   9.908220580835952e-05   -0.0009024280982915522   -0.43141944716192204%
statemate             ccp                  0.2860911505825208   3.681361706132945e-05   0.2848621920555834   3.6497545235124336e-05  -0.0012289585269374403   -0.4295688714715964%
sqrt                  devirt               0.3677565704117709   7.20542309446254e-05    0.36618769906195836  9.581214828165191e-05   -0.0015688713498125395   -0.4266059333911833%
sglib-arraybinsearch  devirt               0.3504214077617709   0.00010798288683708857  0.34892973877366656  0.00023928644414885592  -0.0014916689881043221   -0.42567861296830717%
strstr                inline_param         0.23071723912275002  2.6619727022701363e-05  0.22973680685498607  7.318654486562843e-05   -0.0009804322677639532   -0.42494972265263947%
ctl-string            devirt               0.29336402710375     7.378596845608471e-05   0.29212299389939583  8.71300548646815e-05    -0.0012410332043541472   -0.4230352359852383%
st                    devirt               0.34027302568983336  0.00020748554159331147  0.33883882680825006  0.00016802790517795804  -0.001434198881583304    -0.4214847411650575%
sha                   tailr                0.6922572964052294   0.0005171339630257925   0.6893573565133747   0.0005725440569698529   -0.0028999398918546637   -0.418910700820857%
sglib-rbtree          devirt               0.17603789965852082  1.677629132157197e-05   0.17530255198635417  3.6025527875188813e-05  -0.000735347672166653    -0.41772122570939774%
2dfir                 devirt               0.2438289731245625   4.247818695445381e-05   0.24281558436502085  5.7637196743595276e-05  -0.0010133887595416557   -0.4156145787580198%
minver                devirt               0.30158250996135416  6.766019085517034e-05   0.3003315381713541   0.00010254637030949129  -0.001250971790000055    -0.414802499707413%
lms                   devirt               0.1985527360540833   3.347665511761252e-05   0.1977341090083333   3.408864289575717e-05   -0.0008186270457500033   -0.41229703605142937%
ctl-string            ccp                  0.2933461387240834   8.765135367121074e-05   0.2921408822790625   7.330936087477012e-05   -0.001205256445020897    -0.41086494278165414%
newlib-sqrt           devirt               0.1960821688612292   2.6445724010249443e-05  0.19527833497958338  3.1036124188768236e-05  -0.0008038338816458157   -0.4099474655519049%
bs                    tailr                0.3853606848056041   0.000860981028810848    0.38378091012591664  0.0006967505648157657   -0.0015797746796874512   -0.4099470293614335%
prime                 ccp                  0.22568802266654156  2.8896920021463004e-05  0.2247681412807292   3.322136782488961e-05   -0.0009198813858123656   -0.40758981134391353%
fft                   local-pure-const     0.4521693412445209   0.0007781343396762839   0.45033286163060415  0.0013887386406773988   -0.0018364796139167527   -0.40614863645158866%
aha-compress          devirt               0.17055272745106245  1.672125337076325e-05   0.1698607200631667   2.429627821554803e-05   -0.0006920073878957655   -0.40574395862084744%
levenshtein           inline_param         0.4764603406914583   0.0015522390932080534   0.47453187157645843  0.0007877131749089414   -0.0019284691149998867   -0.4047491365600787%
nbody                 fre                  0.3048962812377709   7.313529141854409e-05   0.3036653248518541   0.00010161863598164257  -0.0012309563859168038   -0.4037295505604584%
janne_complex         devirt               0.3214319955476042   7.4636944728033e-05     0.3201348137123958   0.00010983422690911047  -0.001297181835208383    -0.403563382978864%
st                    ccp                  0.34023815202456253  0.00023631653726282684  0.3388737004735209   0.00013929658528552956  -0.0013644515510416455   -0.40102838053950596%
sqrt                  ccp                  0.3677050569147917   7.598135763029632e-05   0.3662392125589376   9.204467655938846e-05   -0.0014658443558541179   -0.39864677634656465%
bs                    devirt               0.3853386254273334   0.0007616361760766909   0.3838029695041876   0.0007961656042346655   -0.0015356559231458067   -0.39852115044080844%
recursion             ealias               0.5427635421225626   0.00921054820935185     0.5406069591889584   0.008832216002183847    -0.002156582933604212    -0.3973337864902557%
st                    copyprop             0.3402310683516874   0.00013937578232909797  0.33888078414639594  0.0002362569796746182   -0.0013502842052914854   -0.39687269355887683%
sglib-arrayquicksort  ccp                  0.10398473045663542  1.3604029062926918e-05  0.10357367856770205  1.3710053193367465e-05  -0.00041105188893336697  -0.3953002398797267%
sglib-listinsertsort  profile_estimate     0.20934451667812504  0.0001568234102991236   0.20851887521359722  0.00010071047978471501  -0.0008256414645278209   -0.39439364241733416%
expint                local-pure-const     0.20708943884820827  2.503331748487446e-05   0.20627635707068745  3.6959111145492606e-05  -0.0008130817775208188   -0.3926234877273432%
ludcmp                devirt               0.3011634009221459   4.4338035525873606e-05  0.29998669990110405  6.399577237123713e-05   -0.0011767010210418372   -0.39071846626742923%
expint                ccp                  0.20708651621218743  3.215574394004417e-05   0.20627927970670826  2.9841521048361142e-05  -0.0008072365054791752   -0.3898064056725234%
sglib-hashtable       mergephi             0.1670818748563958   3.1401943735359994e-05  0.1664309962947292   8.465044312061083e-05   -0.0006508785616665957   -0.3895566543205332%
slre                  cdtor                0.2602933464258333   0.00013768096270999936  0.25928728762845843  0.00011197795275157391  -0.0010060587973748647   -0.3865096097112594%
sglib-listsort        devirt               0.16595053730647916  2.6365859271373536e-05  0.16531071569793754  2.49594752909196e-05    -0.0006398216085416186   -0.38554958539241696%
levenshtein           profile              0.4759288371594373   0.001109999452885551    0.4740991405509791   0.000839271387248898    -0.0018296966084581645   -0.38444751937677013%
jfdctint              local-pure-const     0.29123394073418746  4.1320152535197165e-05  0.2901223117012708   6.236601963446555e-05   -0.0011116290329166723   -0.38169625082650266%
sglib-hashtable       ccp                  0.16707270341793753  6.381799033024789e-05   0.1664401677331875   5.224641772209154e-05   -0.0006325356847500241   -0.378599060055739%
sha                   ealias               0.6921124628886041   0.0006102713703030747   0.6895021900299999   0.0004802216932568269   -0.002610272858604157    -0.3771457672803505%
sglib-dllist          devirt               0.19972614135141672  2.761833087441871e-05   0.19897645941910413  4.3024486605977985e-05  -0.0007496819323125903   -0.37535493713540996%
statemate             tailr                0.2860122427892084   3.531327049844648e-05   0.2849410998488958   3.818324934473979e-05   -0.001071142940312575    -0.374509471995578%
nbody                 devirt               0.3048515733555833   0.0001086630625523803   0.3037100327340417   6.61991909584784e-05    -0.001141540621541648    -0.3744578415575826%
prime                 fre                  0.22564938429181247  2.731929433806354e-05   0.22480677965545826  3.486854203122974e-05   -0.0008426046363542161   -0.3734132220208276%
dijkstra              ccp                  0.20421282944895836  1.9065631633031094e-05  0.20345675177256248  2.3801323667784833e-05  -0.0007560776763958776   -0.3702400473251629%
sha                   ccp                  0.6920872324265418   0.0005537734787455068   0.6895274204920625   0.0005368528038389716   -0.0025598119344792947   -0.36986839440806957%
fasta                 profile              0.3920353822218541   0.019250364455518514    0.39058862608460415  0.018339936135499016    -0.0014467561372499271   -0.3690371336001512%
select                increase_alignment   0.08505948470947707  0.0009067833519672136   0.08474575437911247  0.0013203389527592934   -0.00031373033036459497  -0.36883638718968176%
newlib-exp            esra                 0.23852366987635412  3.089927087079299e-05   0.23765655004487507  4.601683059199906e-05   -0.0008671198314790518   -0.3635361773230092%
insertsort            ccp                  0.390696305365625    0.00011524140356464533  0.3892773190150416   0.00013309881533765368  -0.0014189863505834066   -0.3631942076481829%
slre                  cp                   0.26025048256095834  0.00010450227892887038  0.2593301514933333   0.0001452409659095913   -0.0009203310676250132   -0.3536327996661618%
jfdctint              tailr                0.2911922943947083   4.871158828802637e-05   0.29016395804074996  5.506560181352618e-05   -0.0010283363539583257   -0.3531468290038011%
recursion             cp                   0.5426389198101041   0.009957477455752494    0.5407315815014168   0.00808580398668996     -0.0019073383086873896   -0.35149309035092074%
insertsort            devirt               0.3906724069229375   0.00010264755078240775  0.3893012174577292   0.00014576076771834754  -0.0013711894652082557   -0.35098190732439705%
ud                    ccp                  0.18490356990179171  2.524567292090187e-05   0.18425504581124993  2.7617910346455516e-05  -0.00064852409054178     -0.3507363816102805%
strstr                profile              0.23038591784689585  4.268407318528954e-05   0.22957791199695843  8.093575442890326e-05   -0.0008080058499374265   -0.35071841954957983%
minver                ccp                  0.3014853519657709   7.723131729945795e-05   0.30042869616693746  9.320421864418286e-05   -0.0010566557988334613   -0.3504832961017053%
stb_perlin            devirt               0.23657300339366671  8.048090004941628e-05   0.235745742126375    7.077150805675738e-05   -0.0008272612672917123   -0.34968540595273134%
cnt                   ccp                  0.1826934022361667   2.243602417204354e-05   0.18206236798114583  2.6151812365702377e-05  -0.0006310342550208681   -0.34540615440788264%
sglib-rbtree          ealias               0.17597228274547919  2.9240092033507014e-05  0.17536816889939585  2.365148852151661e-05   -0.0006041138460833317   -0.34330056794063596%
crc32                 copyprop             0.3397735310407084   5.142145395346805e-05   0.33861069899574997  9.603562142478992e-05   -0.0011628320449584284   -0.34223738423553335%
nbody                 tailr                0.3048010971383958   0.00010766327157633014  0.3037605089512292   6.731147106577563e-05   -0.0010405881871666245   -0.34139909499542986%
statemate             copyprop             0.28596307572764584  3.106388300381278e-05   0.2849902669104583   4.2535270134922554e-05  -0.0009728088171875315   -0.34018686318580676%
bubblesort            ccp                  0.3432645529407499   5.5616550749846645e-05  0.34210117314995836  7.286770785866207e-05   -0.0011633797907915633   -0.33891637829332516%
ctl-string            profile_estimate     0.29348848309162495  7.760401174611603e-05   0.2924951863048888   8.165303175691619e-05   -0.000993296786736153    -0.33844489442062814%
slre                  tailr                0.26023064887325     0.00015599676185772783  0.25934998518104174  9.378296335618674e-05   -0.0008806636922082389   -0.33841659159724186%
minver                profile_estimate     0.30172225795958335  8.727719348417618e-05   0.3007019461019444   8.466412114795731e-05   -0.0010203118576389558   -0.33816260839981843%
nettle-arcfour        ccp                  0.19924881551527085  2.95239543739393e-05    0.19858119714862496  3.049562705026721e-05   -0.000667618366645889    -0.33506767150378436%
cnt                   devirt               0.1826829984856667   2.1376770013897134e-05  0.1820727717316458   2.722425505475273e-05   -0.0006102267540208928   -0.33403587585013894%
sglib-arrayheapsort   devirt               0.10074980410323335  8.452600913823877e-05   0.10041342693923956  8.71851038065625e-05    -0.0003363771639937896   -0.3338737648056571%
sglib-dllist          inline_param         0.19984834303079166  5.796651121112179e-05   0.19918561950341673  2.8064303819533067e-05  -0.0006627235273749255   -0.3316132209676696%
ctl-vector            esra                 0.11751013046189585  0.00012146834389219273  0.11712321491643747  0.0001243578356010549   -0.0003869155454583745   -0.32926143808838404%
janne_complex         ccp                  0.32130923558220836  8.862417320827782e-05   0.3202575736777916   9.614147738327922e-05   -0.0010516619044167452   -0.3273052212492887%
ludcmp                tailr                0.3010665722929791   5.263253878132184e-05   0.3000835285302708   5.5914843713331405e-05  -0.0009830437627083022   -0.32652039554616036%
nettle-des            ccp                  0.3664057691187917   0.00042953699722659454  0.365212050764375    0.0003682347027728676   -0.001193718354416673    -0.3257913643902424%
sglib-listinsertsort  devirt               0.20906351219433336  8.354132419518718e-05   0.20838705896512497  0.00014536656251090455  -0.0006764532292083958   -0.32356350570615305%
ctl-stack             tailr                0.11804448379872916  8.441922124061112e-06   0.11766315511858332  1.2634458712083091e-05  -0.00038132868014584265  -0.3230381190840092%
sglib-arrayheapsort   cp                   0.10074430069665834  0.00010152571757140307  0.10041893034581457  7.0189114725525e-05     -0.0003253703508437622   -0.3229665088682825%
edn                   devirt               0.29513641531010415  7.860200829873016e-05   0.2941902342205      8.246182262083966e-05   -0.0009461810896041478   -0.3205911031378427%
janne_complex         profile_estimate     0.32155598748408337  0.00010022434208401715  0.32052587701197227  8.994745407907131e-05   -0.001030110472111101    -0.3203518243186469%
cover                 ccp                  0.2674834295154584   0.00020885886961409406  0.2666295728807291   0.00022361178061574156  -0.0008538566347293108   -0.31921851618100505%
ctl-stack             devirt               0.11804190948412498  9.845842200189023e-06   0.1176657294331875   1.1232530192505864e-05  -0.0003761800509374802   -0.3186834680847579%
recursion             cdtor                0.5425434286244374   0.009577904337897576    0.5408270726870835   0.008465730497763647    -0.001716355937353864    -0.31635364964340396%
sglib-dllist          tailr                0.1996653280478958   3.649831770595187e-05   0.19903727272262506  3.423006718280297e-05   -0.0006280553252707433   -0.3145540246827857%
tarai                 tailr                0.2493840833125416   6.289936728708141e-05   0.24860874195743762  5.5439330750866754e-05  -0.0007753413551039867   -0.3109025021987017%
tarai                 ccp                  0.2493838771633751   5.857300108480288e-05   0.24860894810660414  5.976602333982124e-05   -0.0007749290567709566   -0.3107374324216192%
ctl-string            tailr                0.2931930985387292   8.203285272068848e-05   0.29229392246441666  7.925677696689999e-05   -0.0008991760743125576   -0.3066839154107106%
crc                   cdtor                0.2776845244884792   0.00024301217468681934  0.2768355769255625   0.00014323148450046618  -0.000848947562916702    -0.3057237577357048%
statemate             devirt               0.2859130828895209   3.646158635681852e-05   0.28504025974858327  3.723179831865301e-05   -0.0008728231409376175   -0.3052756915201685%
nettle-des            tailr                0.36636665164758336  0.0004494301809389551   0.3652511682355833   0.0003484337711118556   -0.0011154834120000734   -0.30447187455071184%
fft                   esra                 0.45193706189970845  0.0011464768976474369   0.4505651409754166   0.001021157184161474    -0.0013719209242918362   -0.3035645978059409%
sglib-dllist          profile_estimate     0.199806201259875    3.210407030204205e-05   0.19919966676038892  3.6460358349855384e-05  -0.0006065344994860833   -0.3035613988262572%
crc32                 ccp                  0.33970769467318757  7.157717336712123e-05   0.33867653536327086  7.602741971787075e-05   -0.0010311593099167071   -0.3035431125305312%
crc                   cp                   0.27767701127545835  0.00024032040295347598  0.2768430901385834   0.0001459361690008165   -0.000833921136874971    -0.30032055338124947%
ludcmp                fre                  0.3010249136694791   5.3446939371759947e-05  0.30012518715377084  5.5180545541445335e-05  -0.0008997265157082435   -0.29888772485327575%
bubblesort            devirt               0.3431925006152708   6.342306238065494e-05   0.34217322547543744  6.522180766288708e-05   -0.0010192751398333533   -0.2969980806707637%
sglib-queue           esra                 0.19771646196089576  7.36885735153377e-05    0.1971298243138333   5.441021385780078e-05   -0.0005866376470624601   -0.29670652673245035%
dijkstra              tailr                0.20413603947074996  2.0255293453329536e-05  0.20353354175077087  2.2718206502889304e-05  -0.0006024977199790837   -0.29514519902567904%
dtoa                  local-pure-const     0.18173180791777085  8.968048540768584e-05   0.18119623850020836  0.00012430176052290895  -0.0005355694175624981   -0.2947031803066803%
nettle-md5            tailr                0.24252896260110415  2.8113109752016892e-05  0.2418145086781666   3.081864227062707e-05   -0.0007144539229375635   -0.29458499111821573%
sqrt                  fre                  0.3675061291465001   7.686954373183348e-05   0.3664381403272292   9.167126469997995e-05   -0.001067988819270893    -0.2906043558378743%
fdct                  cdtor                0.18137119691156253  1.8187654505099526e-05  0.1808445879363125   1.757986816389353e-05   -0.0005266089752500314   -0.29034873464875927%
sglib-listsort        esra                 0.1658705987607292   2.0095216425927947e-05  0.16539065424368748  3.132153513278314e-05   -0.0004799445170417249   -0.2893487577831994%
fft                   devirt               0.4519020291733334   0.0009222861570339795   0.4506001737017917   0.0012454435874236435   -0.001301855471541713    -0.2880835640245306%
mergesort             devirt               0.29485636607683335  0.00013308182696594712  0.2940124407479792   0.00019887789189937     -0.0008439253288541337   -0.2862157395761381%
sglib-queue           devirt               0.1977054683016667   6.801500321948482e-05   0.1971408179730625   6.009671031638981e-05   -0.0005646503286041993   -0.2856017759420968%
nettle-md5            devirt               0.24251671211275003  2.6648969156874917e-05  0.24182675916652077  3.230035359257269e-05   -0.0006899529462292553   -0.2844970724774154%
slre                  devirt               0.26016026173693757  0.0001291315653031559   0.2594203723173542   0.00012076465294168429  -0.0007398894195833616   -0.284397553509346%
jfdctint              devirt               0.2910916291087708   5.287164527912937e-05   0.2902646233266874   5.1096287167924314e-05  -0.0008270057820833898   -0.28410496880841823%
sha                   esra                 0.6917859419289792   0.0005240792768020818   0.689828710989625    0.0005679369040921521   -0.001957230939354293    -0.2829243586385611%
lms                   tailr                0.19842293132431252  3.405367623918202e-05   0.1978639137381041   3.369425134610758e-05   -0.0005590175862084101   -0.2817303335241648%
insertsort            tailr                0.39053411633135426  0.00012179919410553364  0.3894395080493125   0.0001269573762718433   -0.0010946082820417757   -0.28028493190926235%
minver                tailr                0.30137538058687496  8.105898315470096e-05   0.30053866754583336  8.958919930680821e-05   -0.0008367130410416035   -0.27763151701783123%
cover                 tailr                0.2674242138601875   0.00021092423553492625  0.2666887885359999   0.00022164252741587018  -0.0007354253241875774   -0.2750032667468423%
sglib-rbtree          ccp                  0.1759107594521875   2.9160871437245287e-05  0.17542969219268748  2.3798893542050726e-05  -0.00048106725950003426  -0.27347233392553694%
minver                esra                 0.3013664236379792   8.313835689680633e-05   0.30054762449472916  8.752496939928782e-05   -0.0008187991432500596   -0.2716955437058423%
prime                 cdtor                0.22553100179197913  3.3035840153663014e-05  0.2249251621552916   2.932711497707226e-05   -0.0006058396366875329   -0.2686280963032902%
aha-compress          tailr                0.17043234692410417  2.0630446292376638e-05  0.16998110059012503  2.0527638981239914e-05  -0.0004512463339791384   -0.26476566339844193%
aha-mont64            emutls               0.21627251842545833  0.0014273195534731556   0.2157046578966042   0.0014897449021999934   -0.0005678605288541305   -0.2625671227155254%
crc32                 fre                  0.3396374821297084   6.81930362450318e-05    0.33874674790675     7.95493689590131e-05    -0.0008907342229583781   -0.26226028333887025%
sglib-dllist          ccp                  0.19961126440970833  3.7599756470439346e-05  0.19909133636081253  3.319201309009717e-05   -0.0005199280488958069   -0.260470294816949%
jfdctint              ccp                  0.2910553629989583   4.872927796621233e-05   0.29030088943649995  5.529722888449279e-05   -0.0007544735624583354   -0.25921994863260284%
newlib-exp            ccp                  0.23839738387893747  4.5987396584466796e-05  0.2377828360422917   3.11197999040027e-05    -0.0006145478366457735   -0.2577829616443493%
fasta                 inline_param         0.3920647845030833   0.02006105472146218     0.3910610773699444   0.018385520703658113    -0.0010037071331389091   -0.2560054289015125%
stb_perlin            copyprop             0.23645823193979165  6.158572535712856e-05   0.23586051358025006  8.983370945561255e-05   -0.000597718359541588    -0.2527796789471819%
2dfir                 ealias               0.24362851710337505  6.0991531945905835e-05  0.24301604038620828  3.945670062817431e-05   -0.0006124767171667711   -0.2513977938415512%
sglib-listsort        tailr                0.16583864511160418  2.328812876914961e-05   0.1654226078928125   2.8157861822081535e-05  -0.0004160372187916872   -0.2508686793188085%
edn                   esra                 0.2950294984664375   8.985524966381729e-05   0.2942971510641666   7.139186258513724e-05   -0.0007323474022709053   -0.2482285351389082%
aha-compress          ccp                  0.17041390666175005  1.8341884335758196e-05  0.16999954085247915  2.283250267234531e-05   -0.00041436580927090017  -0.2431525791456466%
dijkstra              emutls               0.2040799334218333   2.251807861454955e-05   0.2035896477996875   2.0518037602757204e-05  -0.0004902856221458141   -0.240241955161948%
janne_complex         tailr                0.32116766305337496  9.882270842412733e-05   0.320399146206625    8.62061121848575e-05    -0.0007685168467499448   -0.23928836404125303%
sha                   profile              0.691631926861354    0.0006129404215921971   0.6899827260572501   0.0004796430221059719   -0.001649200804103912    -0.23845064694859208%
lcdnum                devirt               0.41668724325702083  0.0036312318378365184   0.41569774907962503  0.004384546615463259    -0.0009894941773958      -0.23746687555430165%
qurt                  ccp                  0.2938256085378334   4.985698508383457e-05   0.2931299177193542   5.133613946406314e-05   -0.0006956908184791999   -0.23676997452372223%
edn                   ccp                  0.29501241017179164  6.836467256696688e-05   0.29431423935881246  9.290740490761328e-05   -0.0006981708129791819   -0.2366581163730106%
nettle-arcfour        esra                 0.19915026070420838  2.7922673813931085e-05  0.19867975195968746  3.221146206379658e-05   -0.0004705087445209255   -0.23625816147926482%
sglib-arraybinsearch  cdtor                0.35008584063795833  0.00018941395936925305  0.34926530589747906  0.00015864777967272798  -0.0008205347404792729   -0.23438101323493107%
crc32                 esra                 0.3395886821737291   5.672156591056621e-05   0.33879554786272914  9.110476035934955e-05   -0.0007931343109999767   -0.23355734529286212%
fac                   devirt               0.3766526426776667   0.008750847805670418    0.37577507887693745  0.01032745197137291     -0.0008775638007292308   -0.23299021466848857%
sglib-listsort        profile_estimate     0.16591997932691668  2.9067687993452212e-05  0.16553417556063893  2.4660276328552208e-05  -0.0003858037662777536   -0.23252399611115782%
